GAME_NAME,PLATFORM,PUBLISHER,REGION,REGION_SALES
Call of Duty: Modern Warfare 2,X360,Activision,EU,3.6
Call of Duty: Modern Warfare 2,X360,Activision,JP,0.08
Call of Duty: Modern Warfare 2,X360,Activision,Other,1.28
Call of Duty: Modern Warfare 2,X360,Activision,NA,8.52
Grand Theft Auto V,PS4,Take-Two Interactive,EU,6.77
Grand Theft Auto V,PS4,Take-Two Interactive,JP,0.39
Grand Theft Auto V,PS4,Take-Two Interactive,Other,2.08
Grand Theft Auto V,PS4,Take-Two Interactive,NA,4.12
Call of Duty: Modern Warfare 3,PS3,Activision,EU,5.73
Call of Duty: Modern Warfare 3,PS3,Activision,JP,0.49
Call of Duty: Modern Warfare 3,PS3,Activision,Other,1.57
Call of Duty: Modern Warfare 3,PS3,Activision,NA,5.54
Grand Theft Auto III,PS2,Take-Two Interactive,EU,4.51
Grand Theft Auto III,PS2,Take-Two Interactive,JP,0.3
Grand Theft Auto III,PS2,Take-Two Interactive,Other,1.3
Grand Theft Auto III,PS2,Take-Two Interactive,NA,6.99
Mario Kart 7,3DS,Nintendo,EU,4.19
Mario Kart 7,3DS,Nintendo,JP,2.7
Mario Kart 7,3DS,Nintendo,Other,0.94
Mario Kart 7,3DS,Nintendo,NA,5.2
Super Smash Bros. Brawl,Wii,Nintendo,EU,2.56
Super Smash Bros. Brawl,Wii,Nintendo,JP,2.66
Super Smash Bros. Brawl,Wii,Nintendo,Other,1.01
Super Smash Bros. Brawl,Wii,Nintendo,NA,6.64
Call of Duty: Black Ops,PS3,Activision,EU,4.37
Call of Duty: Black Ops,PS3,Activision,JP,0.48
Call of Duty: Black Ops,PS3,Activision,Other,1.8
Call of Duty: Black Ops,PS3,Activision,NA,6.0
Animal Crossing: Wild World,DS,Nintendo,EU,3.45
Animal Crossing: Wild World,DS,Nintendo,JP,5.33
Animal Crossing: Wild World,DS,Nintendo,Other,0.86
Animal Crossing: Wild World,DS,Nintendo,NA,2.5
Halo 3,X360,Microsoft Game Studios,EU,2.81
Halo 3,X360,Microsoft Game Studios,JP,0.13
Halo 3,X360,Microsoft Game Studios,Other,1.21
Halo 3,X360,Microsoft Game Studios,NA,7.97
Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,Nintendo,EU,3.64
Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,Nintendo,JP,3.1
Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,Nintendo,Other,0.76
Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,Nintendo,NA,4.45
Super Mario 64,N64,Nintendo,EU,2.85
Super Mario 64,N64,Nintendo,JP,1.91
Super Mario 64,N64,Nintendo,Other,0.23
Super Mario 64,N64,Nintendo,NA,6.91
Pokemon HeartGold/Pokemon SoulSilver,DS,Nintendo,EU,2.71
Pokemon HeartGold/Pokemon SoulSilver,DS,Nintendo,JP,3.96
Pokemon HeartGold/Pokemon SoulSilver,DS,Nintendo,Other,0.76
Pokemon HeartGold/Pokemon SoulSilver,DS,Nintendo,NA,4.34
Gran Turismo 4,PS2,Sony Computer Entertainment,EU,0.01
Gran Turismo 4,PS2,Sony Computer Entertainment,JP,1.1
Gran Turismo 4,PS2,Sony Computer Entertainment,Other,7.53
Gran Turismo 4,PS2,Sony Computer Entertainment,NA,3.01
Pokemon Sun/Moon,3DS,Nintendo,EU,2.74
Pokemon Sun/Moon,3DS,Nintendo,JP,2.88
Pokemon Sun/Moon,3DS,Nintendo,Other,0.77
Pokemon Sun/Moon,3DS,Nintendo,NA,5.01
Super Mario Galaxy,Wii,Nintendo,EU,3.36
Super Mario Galaxy,Wii,Nintendo,JP,1.2
Super Mario Galaxy,Wii,Nintendo,Other,0.74
Super Mario Galaxy,Wii,Nintendo,NA,6.06
Super Mario Land 2: 6 Golden Coins,G,Nintendo,EU,2.04
Super Mario Land 2: 6 Golden Coins,G,Nintendo,JP,2.69
Super Mario Land 2: 6 Golden Coins,G,Nintendo,Other,0.29
Super Mario Land 2: 6 Golden Coins,G,Nintendo,NA,6.16
Grand Theft Auto IV,X360,Take-Two Interactive,EU,3.07
Grand Theft Auto IV,X360,Take-Two Interactive,JP,0.14
Grand Theft Auto IV,X360,Take-Two Interactive,Other,1.03
Grand Theft Auto IV,X360,Take-Two Interactive,NA,6.77
Gran Turismo,PS,Sony Computer Entertainment,EU,3.87
Gran Turismo,PS,Sony Computer Entertainment,JP,2.54
Gran Turismo,PS,Sony Computer Entertainment,Other,0.52
Gran Turismo,PS,Sony Computer Entertainment,NA,4.02
Super Mario 3D Land,3DS,Nintendo,EU,3.05
Super Mario 3D Land,3DS,Nintendo,JP,2.14
Super Mario 3D Land,3DS,Nintendo,Other,0.78
Super Mario 3D Land,3DS,Nintendo,NA,4.89
Gran Turismo 5,PS3,Sony Computer Entertainment,EU,4.82
Gran Turismo 5,PS3,Sony Computer Entertainment,JP,0.81
Gran Turismo 5,PS3,Sony Computer Entertainment,Other,2.11
Gran Turismo 5,PS3,Sony Computer Entertainment,NA,2.96
Call of Duty: Modern Warfare 2,PS3,Activision,EU,3.64
Call of Duty: Modern Warfare 2,PS3,Activision,JP,0.38
Call of Duty: Modern Warfare 2,PS3,Activision,Other,1.6
Call of Duty: Modern Warfare 2,PS3,Activision,NA,4.99
Super Mario All-Stars,SNES,Nintendo,EU,2.15
Super Mario All-Stars,SNES,Nintendo,JP,2.12
Super Mario All-Stars,SNES,Nintendo,Other,0.29
Super Mario All-Stars,SNES,Nintendo,NA,5.99
Grand Theft Auto IV,PS3,Take-Two Interactive,EU,3.7
Grand Theft Auto IV,PS3,Take-Two Interactive,JP,0.44
Grand Theft Auto IV,PS3,Take-Two Interactive,Other,1.61
Grand Theft Auto IV,PS3,Take-Two Interactive,NA,4.77
Pokemon FireRed/Pokemon LeafGreen,GBA,Nintendo,EU,2.65
Pokemon FireRed/Pokemon LeafGreen,GBA,Nintendo,JP,3.15
Pokemon FireRed/Pokemon LeafGreen,GBA,Nintendo,Other,0.35
Pokemon FireRed/Pokemon LeafGreen,GBA,Nintendo,NA,4.34
Super Mario 64,DS,Nintendo,EU,3.07
Super Mario 64,DS,Nintendo,JP,1.25
Super Mario 64,DS,Nintendo,Other,0.97
Super Mario 64,DS,Nintendo,NA,5.01
Call of Duty: Ghosts,X360,Activision,EU,2.58
Call of Duty: Ghosts,X360,Activision,JP,0.04
Call of Duty: Ghosts,X360,Activision,Other,0.91
Call of Duty: Ghosts,X360,Activision,NA,6.75
Just Dance 3,Wii,Ubisoft,EU,3.11
Just Dance 3,Wii,Ubisoft,JP,0.0
Just Dance 3,Wii,Ubisoft,Other,1.06
Just Dance 3,Wii,Ubisoft,NA,5.95
New Super Mario Bros. 2,3DS,Nintendo,EU,3.27
New Super Mario Bros. 2,3DS,Nintendo,JP,2.49
New Super Mario Bros. 2,3DS,Nintendo,Other,0.63
New Super Mario Bros. 2,3DS,Nintendo,NA,3.66
Halo: Reach,X360,Microsoft Game Studios,EU,1.97
Halo: Reach,X360,Microsoft Game Studios,JP,0.08
Halo: Reach,X360,Microsoft Game Studios,Other,0.79
Halo: Reach,X360,Microsoft Game Studios,NA,7.06
Mario Kart 64,N64,Nintendo,EU,1.94
Mario Kart 64,N64,Nintendo,JP,2.23
Mario Kart 64,N64,Nintendo,Other,0.15
Mario Kart 64,N64,Nintendo,NA,5.55
Halo 4,X360,Microsoft Game Studios,EU,2.3
Halo 4,X360,Microsoft Game Studios,JP,0.04
Halo 4,X360,Microsoft Game Studios,Other,0.74
Halo 4,X360,Microsoft Game Studios,NA,6.68
Final Fantasy VII,PS,Sony Computer Entertainment,EU,2.47
Final Fantasy VII,PS,Sony Computer Entertainment,JP,3.28
Final Fantasy VII,PS,Sony Computer Entertainment,Other,0.96
Final Fantasy VII,PS,Sony Computer Entertainment,NA,3.01
Gran Turismo 2,PS,Sony Computer Entertainment,EU,3.42
Gran Turismo 2,PS,Sony Computer Entertainment,JP,1.69
Gran Turismo 2,PS,Sony Computer Entertainment,Other,0.5
Gran Turismo 2,PS,Sony Computer Entertainment,NA,3.88
Just Dance 2,Wii,Ubisoft,EU,2.85
Just Dance 2,Wii,Ubisoft,JP,0.01
Just Dance 2,Wii,Ubisoft,Other,0.78
Just Dance 2,Wii,Ubisoft,NA,5.8
Call of Duty: Ghosts,PS3,Activision,EU,3.63
Call of Duty: Ghosts,PS3,Activision,JP,0.38
Call of Duty: Ghosts,PS3,Activision,Other,1.26
Call of Duty: Ghosts,PS3,Activision,NA,4.1
Driver,PS,GT Interactive,JP,0.02
Driver,PS,GT Interactive,Other,0.33
Driver,PS,GT Interactive,NA,3.11
Gears of War 3,X360,Microsoft Game Studios,EU,1.59
Gears of War 3,X360,Microsoft Game Studios,JP,0.07
Gears of War 3,X360,Microsoft Game Studios,Other,0.5
Gears of War 3,X360,Microsoft Game Studios,NA,4.05
Kinect Sports,X360,Microsoft Game Studios,EU,1.73
Kinect Sports,X360,Microsoft Game Studios,JP,0.03
Kinect Sports,X360,Microsoft Game Studios,Other,0.51
Kinect Sports,X360,Microsoft Game Studios,NA,3.92
Gears of War,X360,Microsoft Game Studios,EU,1.88
Gears of War,X360,Microsoft Game Studios,JP,0.07
Gears of War,X360,Microsoft Game Studios,Other,0.6
Gears of War,X360,Microsoft Game Studios,NA,3.54
FIFA 15,PS4,Electronic Arts,EU,4.33
FIFA 15,PS4,Electronic Arts,JP,0.05
FIFA 15,PS4,Electronic Arts,Other,0.91
FIFA 15,PS4,Electronic Arts,NA,0.8
Metal Gear Solid 2: Sons of Liberty,PS2,Konami Digital Entertainment,EU,2.01
Metal Gear Solid 2: Sons of Liberty,PS2,Konami Digital Entertainment,JP,0.87
Metal Gear Solid 2: Sons of Liberty,PS2,Konami Digital Entertainment,Other,0.72
Metal Gear Solid 2: Sons of Liberty,PS2,Konami Digital Entertainment,NA,2.45
Sonic the Hedgehog 2,GEN,Sega,EU,1.2
Sonic the Hedgehog 2,GEN,Sega,JP,0.16
Sonic the Hedgehog 2,GEN,Sega,Other,0.19
Sonic the Hedgehog 2,GEN,Sega,NA,4.47
Metal Gear Solid,PS,Konami Digital Entertainment,EU,1.83
Metal Gear Solid,PS,Konami Digital Entertainment,JP,0.78
Metal Gear Solid,PS,Konami Digital Entertainment,Other,0.24
Metal Gear Solid,PS,Konami Digital Entertainment,NA,3.18
Metal Gear Solid 4: Guns of the Patriots,PS3,Konami Digital Entertainment,EU,1.71
Metal Gear Solid 4: Guns of the Patriots,PS3,Konami Digital Entertainment,JP,0.83
Metal Gear Solid 4: Guns of the Patriots,PS3,Konami Digital Entertainment,Other,0.82
Metal Gear Solid 4: Guns of the Patriots,PS3,Konami Digital Entertainment,NA,2.63
Final Fantasy XII,PS2,Square Enix,EU,0.0
Final Fantasy XII,PS2,Square Enix,JP,2.33
Final Fantasy XII,PS2,Square Enix,Other,1.74
Final Fantasy XII,PS2,Square Enix,NA,1.88
The Last of Us,PS3,Sony Computer Entertainment Europe,EU,2.19
The Last of Us,PS3,Sony Computer Entertainment Europe,JP,0.29
The Last of Us,PS3,Sony Computer Entertainment Europe,Other,0.99
The Last of Us,PS3,Sony Computer Entertainment Europe,NA,2.41
LittleBigPlanet,PS3,Sony Computer Entertainment,EU,1.98
LittleBigPlanet,PS3,Sony Computer Entertainment,JP,0.17
LittleBigPlanet,PS3,Sony Computer Entertainment,Other,0.87
LittleBigPlanet,PS3,Sony Computer Entertainment,NA,2.8
Resident Evil 2,PS,Virgin Interactive,EU,1.47
Resident Evil 2,PS,Virgin Interactive,JP,2.02
Resident Evil 2,PS,Virgin Interactive,Other,0.45
Resident Evil 2,PS,Virgin Interactive,NA,1.88
Call of Duty: Infinite Warfare,PS4,Activision,EU,2.57
Call of Duty: Infinite Warfare,PS4,Activision,JP,0.16
Call of Duty: Infinite Warfare,PS4,Activision,Other,0.93
Call of Duty: Infinite Warfare,PS4,Activision,NA,2.15
Dragon Quest IX: Sentinels of the Starry Skies,DS,Nintendo,EU,0.67
Dragon Quest IX: Sentinels of the Starry Skies,DS,Nintendo,JP,4.35
Dragon Quest IX: Sentinels of the Starry Skies,DS,Nintendo,Other,0.15
Dragon Quest IX: Sentinels of the Starry Skies,DS,Nintendo,NA,0.63
Tekken 2,PS,Sony Computer Entertainment,EU,1.89
Tekken 2,PS,Sony Computer Entertainment,JP,1.36
Tekken 2,PS,Sony Computer Entertainment,Other,0.23
Tekken 2,PS,Sony Computer Entertainment,NA,2.26
Grand Theft Auto V,XOne,Take-Two Interactive,EU,2.32
Grand Theft Auto V,XOne,Take-Two Interactive,JP,0.0
Grand Theft Auto V,XOne,Take-Two Interactive,Other,0.49
Grand Theft Auto V,XOne,Take-Two Interactive,NA,2.93
Destiny,PS4,Activision,EU,2.07
Destiny,PS4,Activision,JP,0.16
Destiny,PS4,Activision,Other,0.93
Destiny,PS4,Activision,NA,2.5
LEGO Star Wars: The Complete Saga,Wii,LucasArts,EU,1.56
LEGO Star Wars: The Complete Saga,Wii,LucasArts,JP,0.0
LEGO Star Wars: The Complete Saga,Wii,LucasArts,Other,0.51
LEGO Star Wars: The Complete Saga,Wii,LucasArts,NA,3.57
Cooking Mama,DS,505 Games,EU,1.91
Cooking Mama,DS,505 Games,JP,0.07
Cooking Mama,DS,505 Games,Other,0.57
Cooking Mama,DS,505 Games,NA,3.08
Tetris,NES,Nintendo,EU,0.69
Tetris,NES,Nintendo,JP,1.81
Tetris,NES,Nintendo,Other,0.11
Tetris,NES,Nintendo,NA,2.97
Super Smash Bros.,N64,Nintendo,EU,0.6
Super Smash Bros.,N64,Nintendo,JP,1.97
Super Smash Bros.,N64,Nintendo,Other,0.04
Super Smash Bros.,N64,Nintendo,NA,2.95
Assassins Creed II,PS3,Ubisoft,EU,1.93
Assassins Creed II,PS3,Ubisoft,JP,0.21
Assassins Creed II,PS3,Ubisoft,Other,0.86
Assassins Creed II,PS3,Ubisoft,NA,2.54
Assassins Creed,X360,Ubisoft,EU,1.64
Assassins Creed,X360,Ubisoft,JP,0.07
Assassins Creed,X360,Ubisoft,Other,0.56
Assassins Creed,X360,Ubisoft,NA,3.28
Forza Motorsport 3,X360,Microsoft Game Studios,EU,1.9
Forza Motorsport 3,X360,Microsoft Game Studios,JP,0.1
Forza Motorsport 3,X360,Microsoft Game Studios,Other,0.5
Forza Motorsport 3,X360,Microsoft Game Studios,NA,2.99
Super Mario Advance,GBA,Nintendo,EU,1.24
Super Mario Advance,GBA,Nintendo,JP,0.91
Super Mario Advance,GBA,Nintendo,Other,0.2
Super Mario Advance,GBA,Nintendo,NA,3.14
Batman: Arkham City,PS3,Warner Bros. Interactive Entertainment,EU,1.85
Batman: Arkham City,PS3,Warner Bros. Interactive Entertainment,JP,0.11
Batman: Arkham City,PS3,Warner Bros. Interactive Entertainment,Other,0.81
Batman: Arkham City,PS3,Warner Bros. Interactive Entertainment,NA,2.71
Monster Hunter Freedom Unite,PSP,Capcom,EU,0.55
Monster Hunter Freedom Unite,PSP,Capcom,JP,4.13
Monster Hunter Freedom Unite,PSP,Capcom,Other,0.34
Monster Hunter Freedom Unite,PSP,Capcom,NA,0.47
Mario Kart: Super Circuit,GBA,Nintendo,EU,1.64
Mario Kart: Super Circuit,GBA,Nintendo,JP,0.99
Mario Kart: Super Circuit,GBA,Nintendo,Other,0.23
Mario Kart: Super Circuit,GBA,Nintendo,NA,2.62
Super Mario World,GBA,Nintendo,EU,1.11
Super Mario World,GBA,Nintendo,JP,0.95
Super Mario World,GBA,Nintendo,Other,0.2
Super Mario World,GBA,Nintendo,NA,3.21
Pokemon Stadium,N64,Nintendo,EU,1.24
Pokemon Stadium,N64,Nintendo,JP,0.94
Pokemon Stadium,N64,Nintendo,Other,0.09
Pokemon Stadium,N64,Nintendo,NA,3.18
Crash Bandicoot: The Wrath of Cortex,PS2,Universal Interactive,EU,2.29
Crash Bandicoot: The Wrath of Cortex,PS2,Universal Interactive,JP,0.24
Crash Bandicoot: The Wrath of Cortex,PS2,Universal Interactive,Other,0.82
Crash Bandicoot: The Wrath of Cortex,PS2,Universal Interactive,NA,2.07
Minecraft,PS3,Sony Computer Entertainment,EU,2.42
Minecraft,PS3,Sony Computer Entertainment,JP,0.0
Minecraft,PS3,Sony Computer Entertainment,Other,0.89
Minecraft,PS3,Sony Computer Entertainment,NA,2.1
Call of Duty: World at War,PS3,Activision,EU,1.83
Call of Duty: World at War,PS3,Activision,JP,0.0
Call of Duty: World at War,PS3,Activision,Other,0.83
Call of Duty: World at War,PS3,Activision,NA,2.73
Call of Duty 4: Modern Warfare,X360,Activision,EU,2.37
Call of Duty 4: Modern Warfare,X360,Activision,JP,0.13
Call of Duty 4: Modern Warfare,X360,Activision,Other,0.9
Call of Duty 4: Modern Warfare,X360,Activision,NA,5.95
Animal Crossing: New Leaf,3DS,Nintendo,EU,2.43
Animal Crossing: New Leaf,3DS,Nintendo,JP,4.43
Animal Crossing: New Leaf,3DS,Nintendo,Other,0.4
Animal Crossing: New Leaf,3DS,Nintendo,NA,2.08
Donkey Kong Country,SNES,Nintendo,EU,1.71
Donkey Kong Country,SNES,Nintendo,JP,3.0
Donkey Kong Country,SNES,Nintendo,Other,0.23
Donkey Kong Country,SNES,Nintendo,NA,4.36
Minecraft,X360,Microsoft Game Studios,EU,2.7
Minecraft,X360,Microsoft Game Studios,JP,0.02
Minecraft,X360,Microsoft Game Studios,Other,0.82
Minecraft,X360,Microsoft Game Studios,NA,5.76
FIFA 17,PS4,Electronic Arts,EU,6.75
FIFA 17,PS4,Electronic Arts,JP,0.09
FIFA 17,PS4,Electronic Arts,Other,1.33
FIFA 17,PS4,Electronic Arts,NA,0.9
Mario Party DS,DS,Nintendo,EU,1.85
Mario Party DS,DS,Nintendo,JP,1.98
Mario Party DS,DS,Nintendo,Other,0.68
Mario Party DS,DS,Nintendo,NA,4.4
The Elder Scrolls V: Skyrim,X360,Bethesda Softworks,EU,2.8
The Elder Scrolls V: Skyrim,X360,Bethesda Softworks,JP,0.1
The Elder Scrolls V: Skyrim,X360,Bethesda Softworks,Other,0.86
The Elder Scrolls V: Skyrim,X360,Bethesda Softworks,NA,5.08
Super Mario Kart,SNES,Nintendo,EU,1.24
Super Mario Kart,SNES,Nintendo,JP,3.81
Super Mario Kart,SNES,Nintendo,Other,0.18
Super Mario Kart,SNES,Nintendo,NA,3.54
FIFA 16,PS4,Electronic Arts,EU,6.13
FIFA 16,PS4,Electronic Arts,JP,0.06
FIFA 16,PS4,Electronic Arts,Other,1.28
FIFA 16,PS4,Electronic Arts,NA,1.13
Halo 2,X,Microsoft Game Studios,EU,1.53
Halo 2,X,Microsoft Game Studios,JP,0.05
Halo 2,X,Microsoft Game Studios,Other,0.08
Halo 2,X,Microsoft Game Studios,NA,6.82
Wii Party,Wii,Nintendo,EU,3.48
Wii Party,Wii,Nintendo,JP,2.49
Wii Party,Wii,Nintendo,Other,0.67
Wii Party,Wii,Nintendo,NA,1.75
Mario Party 8,Wii,Nintendo,EU,2.25
Mario Party 8,Wii,Nintendo,JP,1.58
Mario Party 8,Wii,Nintendo,Other,0.71
Mario Party 8,Wii,Nintendo,NA,3.74
Star Wars Battlefront (2015),PS4,Electronic Arts,EU,3.56
Star Wars Battlefront (2015),PS4,Electronic Arts,JP,0.22
Star Wars Battlefront (2015),PS4,Electronic Arts,Other,1.32
Star Wars Battlefront (2015),PS4,Electronic Arts,NA,3.11
FIFA Soccer 13,PS3,Electronic Arts,EU,5.01
FIFA Soccer 13,PS3,Electronic Arts,JP,0.13
FIFA Soccer 13,PS3,Electronic Arts,Other,1.97
FIFA Soccer 13,PS3,Electronic Arts,NA,1.07
GoldenEye 007,N64,Nintendo,EU,2.01
GoldenEye 007,N64,Nintendo,JP,0.13
GoldenEye 007,N64,Nintendo,Other,0.15
GoldenEye 007,N64,Nintendo,NA,5.8
Pokemon Black 2/Pokemon White 2,DS,Nintendo,EU,1.72
Pokemon Black 2/Pokemon White 2,DS,Nintendo,JP,3.15
Pokemon Black 2/Pokemon White 2,DS,Nintendo,Other,0.41
Pokemon Black 2/Pokemon White 2,DS,Nintendo,NA,2.79
Final Fantasy X,PS2,Sony Computer Entertainment,EU,2.07
Final Fantasy X,PS2,Sony Computer Entertainment,JP,2.73
Final Fantasy X,PS2,Sony Computer Entertainment,Other,0.33
Final Fantasy X,PS2,Sony Computer Entertainment,NA,2.91
The Sims 3,PC,Electronic Arts,EU,6.42
The Sims 3,PC,Electronic Arts,JP,0.0
The Sims 3,PC,Electronic Arts,Other,0.6
The Sims 3,PC,Electronic Arts,NA,0.99
Mario & Sonic at the Olympic Games,Wii,Sega,EU,3.86
Mario & Sonic at the Olympic Games,Wii,Sega,JP,0.66
Mario & Sonic at the Olympic Games,Wii,Sega,Other,0.91
Mario & Sonic at the Olympic Games,Wii,Sega,NA,2.57
Final Fantasy VIII,PS,SquareSoft,EU,1.72
Final Fantasy VIII,PS,SquareSoft,JP,3.63
Final Fantasy VIII,PS,SquareSoft,Other,0.23
Final Fantasy VIII,PS,SquareSoft,NA,2.28
Pac-Man,2600,Atari,EU,0.45
Pac-Man,2600,Atari,JP,0.0
Pac-Man,2600,Atari,Other,0.08
Pac-Man,2600,Atari,NA,7.28
Pok\xc3\xa9mon Platinum Version,DS,Nintendo,EU,1.72
Pok\xc3\xa9mon Platinum Version,DS,Nintendo,JP,2.69
Pok\xc3\xa9mon Platinum Version,DS,Nintendo,Other,0.54
Pok\xc3\xa9mon Platinum Version,DS,Nintendo,NA,2.76
Grand Theft Auto: Liberty City Stories,PSP,Take-Two Interactive,EU,2.81
Grand Theft Auto: Liberty City Stories,PSP,Take-Two Interactive,JP,0.24
Grand Theft Auto: Liberty City Stories,PSP,Take-Two Interactive,Other,1.73
Grand Theft Auto: Liberty City Stories,PSP,Take-Two Interactive,NA,2.9
Call of Duty: Advanced Warfare,PS4,Activision,EU,3.48
Call of Duty: Advanced Warfare,PS4,Activision,JP,0.14
Call of Duty: Advanced Warfare,PS4,Activision,Other,1.24
Call of Duty: Advanced Warfare,PS4,Activision,NA,2.83
Super Smash Bros. for Wii U and 3DS,3DS,Nintendo,EU,1.4
Super Smash Bros. for Wii U and 3DS,3DS,Nintendo,JP,2.44
Super Smash Bros. for Wii U and 3DS,3DS,Nintendo,Other,0.48
Super Smash Bros. for Wii U and 3DS,3DS,Nintendo,NA,3.3
The Legend of Zelda: Ocarina of Time,N64,Nintendo,EU,1.89
The Legend of Zelda: Ocarina of Time,N64,Nintendo,JP,1.45
The Legend of Zelda: Ocarina of Time,N64,Nintendo,Other,0.16
The Legend of Zelda: Ocarina of Time,N64,Nintendo,NA,4.1
Crash Bandicoot 2: Cortex Strikes Back,PS,Sony Computer Entertainment,EU,2.17
Crash Bandicoot 2: Cortex Strikes Back,PS,Sony Computer Entertainment,JP,1.31
Crash Bandicoot 2: Cortex Strikes Back,PS,Sony Computer Entertainment,Other,0.31
Crash Bandicoot 2: Cortex Strikes Back,PS,Sony Computer Entertainment,NA,3.78
Super Mario Galaxy 2,Wii,Nintendo,EU,2.36
Super Mario Galaxy 2,Wii,Nintendo,JP,0.98
Super Mario Galaxy 2,Wii,Nintendo,Other,0.62
Super Mario Galaxy 2,Wii,Nintendo,NA,3.58
Super Mario Bros. 2,NES,Nintendo,EU,1.18
Super Mario Bros. 2,NES,Nintendo,JP,0.7
Super Mario Bros. 2,NES,Nintendo,Other,0.19
Super Mario Bros. 2,NES,Nintendo,NA,5.39
Call of Duty: Black Ops 3,XOne,Activision,EU,2.12
Call of Duty: Black Ops 3,XOne,Activision,JP,0.02
Call of Duty: Black Ops 3,XOne,Activision,Other,0.69
Call of Duty: Black Ops 3,XOne,Activision,NA,4.62
Call of Duty: World at War,X360,Activision,EU,1.9
Call of Duty: World at War,X360,Activision,JP,0.0
Call of Duty: World at War,X360,Activision,Other,0.7
Call of Duty: World at War,X360,Activision,NA,4.83
Fallout 4,PS4,Bethesda Softworks,EU,3.42
Fallout 4,PS4,Bethesda Softworks,JP,0.24
Fallout 4,PS4,Bethesda Softworks,Other,1.17
Fallout 4,PS4,Bethesda Softworks,NA,2.58
Battlefield 3,X360,Electronic Arts,EU,2.11
Battlefield 3,X360,Electronic Arts,JP,0.06
Battlefield 3,X360,Electronic Arts,Other,0.69
Battlefield 3,X360,Electronic Arts,NA,4.47
Uncharted 4: A Thiefs End,PS4,Sony Computer Entertainment,EU,2.98
Uncharted 4: A Thiefs End,PS4,Sony Computer Entertainment,JP,0.19
Uncharted 4: A Thiefs End,PS4,Sony Computer Entertainment,Other,1.18
Uncharted 4: A Thiefs End,PS4,Sony Computer Entertainment,NA,2.92
Mario Kart 8,WiiU,Nintendo,EU,2.25
Mario Kart 8,WiiU,Nintendo,JP,1.29
Mario Kart 8,WiiU,Nintendo,Other,0.52
Mario Kart 8,WiiU,Nintendo,NA,3.17
Need for Speed Underground,PS2,Electronic Arts,EU,2.83
Need for Speed Underground,PS2,Electronic Arts,JP,0.08
Need for Speed Underground,PS2,Electronic Arts,Other,1.02
Need for Speed Underground,PS2,Electronic Arts,NA,3.27
Just Dance,Wii,Ubisoft,EU,2.99
Just Dance,Wii,Ubisoft,JP,0.0
Just Dance,Wii,Ubisoft,Other,0.73
Just Dance,Wii,Ubisoft,NA,3.48
Battlefield 3,PS3,Electronic Arts,EU,2.89
Battlefield 3,PS3,Electronic Arts,JP,0.35
Battlefield 3,PS3,Electronic Arts,Other,1.08
Battlefield 3,PS3,Electronic Arts,NA,2.86
Tekken 3,PS,Sony Computer Entertainment,EU,2.22
Tekken 3,PS,Sony Computer Entertainment,JP,1.4
Tekken 3,PS,Sony Computer Entertainment,Other,0.29
Tekken 3,PS,Sony Computer Entertainment,NA,3.27
The Legend of Zelda: Twilight Princess,Wii,Nintendo,EU,2.14
The Legend of Zelda: Twilight Princess,Wii,Nintendo,JP,0.6
The Legend of Zelda: Twilight Princess,Wii,Nintendo,Other,0.68
The Legend of Zelda: Twilight Princess,Wii,Nintendo,NA,3.74
Crash Bandicoot 3: Warped,PS,Sony Computer Entertainment,EU,1.75
Crash Bandicoot 3: Warped,PS,Sony Computer Entertainment,JP,1.42
Crash Bandicoot 3: Warped,PS,Sony Computer Entertainment,Other,0.28
Crash Bandicoot 3: Warped,PS,Sony Computer Entertainment,NA,3.68
Super Smash Bros. Melee,GC,Nintendo,EU,1.04
Super Smash Bros. Melee,GC,Nintendo,JP,1.39
Super Smash Bros. Melee,GC,Nintendo,Other,0.22
Super Smash Bros. Melee,GC,Nintendo,NA,4.41
Mario Kart: Double Dash!!,GC,Nintendo,EU,1.77
Mario Kart: Double Dash!!,GC,Nintendo,JP,0.87
Mario Kart: Double Dash!!,GC,Nintendo,Other,0.19
Mario Kart: Double Dash!!,GC,Nintendo,NA,4.12
Need for Speed Underground 2,PS2,Electronic Arts,EU,3.02
Need for Speed Underground 2,PS2,Electronic Arts,JP,0.08
Need for Speed Underground 2,PS2,Electronic Arts,Other,1.09
Need for Speed Underground 2,PS2,Electronic Arts,NA,2.71
Medal of Honor: Frontline,PS2,Electronic Arts,EU,2.75
Medal of Honor: Frontline,PS2,Electronic Arts,JP,0.17
Medal of Honor: Frontline,PS2,Electronic Arts,Other,0.99
Medal of Honor: Frontline,PS2,Electronic Arts,NA,2.93
Crash Bandicoot,PS,Sony Computer Entertainment,EU,2.35
Crash Bandicoot,PS,Sony Computer Entertainment,JP,0.94
Crash Bandicoot,PS,Sony Computer Entertainment,Other,0.3
Crash Bandicoot,PS,Sony Computer Entertainment,NA,3.23
Just Dance 4,Wii,Ubisoft,EU,2.16
Just Dance 4,Wii,Ubisoft,JP,0.0
Just Dance 4,Wii,Ubisoft,Other,0.55
Just Dance 4,Wii,Ubisoft,NA,4.05
Gears of War 2,X360,Microsoft Game Studios,EU,1.9
