GAME_NAME,PLATFORM,PUBLISHER,REGION,REGION_SALES
Dance Dance Revolution: Disney Grooves,Wii,Konami Digital Entertainment,NA,0.17
Harvest Moon: A Wonderful Life Special Edition,PS2,505 Games,EU,0.07
Harvest Moon: A Wonderful Life Special Edition,PS2,505 Games,JP,0.0
Harvest Moon: A Wonderful Life Special Edition,PS2,505 Games,Other,0.02
Harvest Moon: A Wonderful Life Special Edition,PS2,505 Games,NA,0.09
Sports Illustrated for Kids: Football,GBA,BAM! Entertainment,EU,0.05
Sports Illustrated for Kids: Football,GBA,BAM! Entertainment,JP,0.0
Sports Illustrated for Kids: Football,GBA,BAM! Entertainment,Other,0.0
Sports Illustrated for Kids: Football,GBA,BAM! Entertainment,NA,0.13
The Munchables,Wii,Namco Bandai Games,EU,0.0
The Munchables,Wii,Namco Bandai Games,JP,0.0
The Munchables,Wii,Namco Bandai Games,Other,0.01
The Munchables,Wii,Namco Bandai Games,NA,0.17
.hack//Quarantine Part 4: The Final Chapter,PS2,Atari,EU,0.07
.hack//Quarantine Part 4: The Final Chapter,PS2,Atari,JP,0.0
.hack//Quarantine Part 4: The Final Chapter,PS2,Atari,Other,0.02
.hack//Quarantine Part 4: The Final Chapter,PS2,Atari,NA,0.09
Close Combat: First to Fight,X,Take-Two Interactive,EU,0.04
Close Combat: First to Fight,X,Take-Two Interactive,JP,0.0
Close Combat: First to Fight,X,Take-Two Interactive,Other,0.01
Close Combat: First to Fight,X,Take-Two Interactive,NA,0.14
Indiana Jones and the Emperors Tom,X,LucasArts,EU,0.04
Indiana Jones and the Emperors Tom,X,LucasArts,JP,0.0
Indiana Jones and the Emperors Tom,X,LucasArts,Other,0.01
Indiana Jones and the Emperors Tom,X,LucasArts,NA,0.14
Buffy the Vampire Slayer: Chaos Bleeds,PS2,Vivendi Games,EU,0.07
Buffy the Vampire Slayer: Chaos Bleeds,PS2,Vivendi Games,JP,0.0
Buffy the Vampire Slayer: Chaos Bleeds,PS2,Vivendi Games,Other,0.02
Buffy the Vampire Slayer: Chaos Bleeds,PS2,Vivendi Games,NA,0.09
Active Health with Carol Vorderman,DS,Nintendo,EU,0.18
Active Health with Carol Vorderman,DS,Nintendo,JP,0.0
Active Health with Carol Vorderman,DS,Nintendo,Other,0.01
Active Health with Carol Vorderman,DS,Nintendo,NA,0.0
Battle of Giants: Dinosaurs Strike,Wii,Ubisoft,EU,0.03
Battle of Giants: Dinosaurs Strike,Wii,Ubisoft,JP,0.0
Battle of Giants: Dinosaurs Strike,Wii,Ubisoft,Other,0.01
Battle of Giants: Dinosaurs Strike,Wii,Ubisoft,NA,0.14
Remington Super Slam Hunting: North America,Wii,Mastiff,EU,0.0
Remington Super Slam Hunting: North America,Wii,Mastiff,JP,0.0
Remington Super Slam Hunting: North America,Wii,Mastiff,Other,0.01
Remington Super Slam Hunting: North America,Wii,Mastiff,NA,0.17
Reel Fishing II,PS,Victor Interactive,EU,0.07
Reel Fishing II,PS,Victor Interactive,JP,0.0
Reel Fishing II,PS,Victor Interactive,Other,0.01
Reel Fishing II,PS,Victor Interactive,NA,0.1
Squeeballs Party,Wii,Performance Designed Products,EU,0.0
Squeeballs Party,Wii,Performance Designed Products,JP,0.0
Squeeballs Party,Wii,Performance Designed Products,Other,0.01
Squeeballs Party,Wii,Performance Designed Products,NA,0.17
Ty the Tasmanian Tiger,X,Electronic Arts,EU,0.04
Ty the Tasmanian Tiger,X,Electronic Arts,JP,0.0
Ty the Tasmanian Tiger,X,Electronic Arts,Other,0.01
Ty the Tasmanian Tiger,X,Electronic Arts,NA,0.14
Imagine: Babyz Fashion,DS,Ubisoft,EU,0.0
Imagine: Babyz Fashion,DS,Ubisoft,JP,0.0
Imagine: Babyz Fashion,DS,Ubisoft,Other,0.01
Imagine: Babyz Fashion,DS,Ubisoft,NA,0.17
Dead or Alive,SAT,Tecmo Koei,EU,0.0
Dead or Alive,SAT,Tecmo Koei,JP,0.18
Dead or Alive,SAT,Tecmo Koei,Other,0.0
Dead or Alive,SAT,Tecmo Koei,NA,0.0
Heavy Fire: Afghanistan,PS3,Mastiff,EU,0.0
Heavy Fire: Afghanistan,PS3,Mastiff,JP,0.0
Heavy Fire: Afghanistan,PS3,Mastiff,Other,0.02
Heavy Fire: Afghanistan,PS3,Mastiff,NA,0.17
Driving Emotion Type-S,PS2,Electronic Arts,EU,0.03
Driving Emotion Type-S,PS2,Electronic Arts,JP,0.11
Driving Emotion Type-S,PS2,Electronic Arts,Other,0.01
Driving Emotion Type-S,PS2,Electronic Arts,NA,0.04
Siren,PS2,Sony Computer Entertainment,EU,0.07
Siren,PS2,Sony Computer Entertainment,JP,0.0
Siren,PS2,Sony Computer Entertainment,Other,0.02
Siren,PS2,Sony Computer Entertainment,NA,0.09
Happy Cooking,DS,Ubisoft,EU,0.0
Happy Cooking,DS,Ubisoft,JP,0.0
Happy Cooking,DS,Ubisoft,Other,0.01
Happy Cooking,DS,Ubisoft,NA,0.17
NARC,X,Midway Games,EU,0.04
NARC,X,Midway Games,JP,0.0
NARC,X,Midway Games,Other,0.01
NARC,X,Midway Games,NA,0.14
Shape Up,XOne,Ubisoft,EU,0.09
Shape Up,XOne,Ubisoft,JP,0.0
Shape Up,XOne,Ubisoft,Other,0.01
Shape Up,XOne,Ubisoft,NA,0.08
NASCAR Unleashed,Wii,Activision,EU,0.0
NASCAR Unleashed,Wii,Activision,JP,0.0
NASCAR Unleashed,Wii,Activision,Other,0.01
NASCAR Unleashed,Wii,Activision,NA,0.17
Remember Me,X360,Capcom,EU,0.06
Remember Me,X360,Capcom,JP,0.0
Remember Me,X360,Capcom,Other,0.02
Remember Me,X360,Capcom,NA,0.11
Super Robot Taisen J,GBA,Banpresto,EU,0.0
Super Robot Taisen J,GBA,Banpresto,JP,0.18
Sengoku Basara 2,PS2,Capcom,JP,0.26
Sengoku Basara 2,PS2,Capcom,Other,0.0
Sengoku Basara 2,PS2,Capcom,NA,0.0
Dragon Ball: Xenoverse 2,XOne,Namco Bandai Games,EU,0.09
Dragon Ball: Xenoverse 2,XOne,Namco Bandai Games,JP,0.0
Dragon Ball: Xenoverse 2,XOne,Namco Bandai Games,Other,0.02
Dragon Ball: Xenoverse 2,XOne,Namco Bandai Games,NA,0.15
Hey Arnold! The Movie,GBA,THQ,EU,0.07
Hey Arnold! The Movie,GBA,THQ,JP,0.0
Hey Arnold! The Movie,GBA,THQ,Other,0.0
Hey Arnold! The Movie,GBA,THQ,NA,0.19
Final Fantasy V Advance,GBA,Nintendo,EU,0.0
Final Fantasy V Advance,GBA,Nintendo,JP,0.26
Final Fantasy V Advance,GBA,Nintendo,Other,0.01
Final Fantasy V Advance,GBA,Nintendo,NA,0.0
Need for Speed: Most Wanted,GBA,Electronic Arts,EU,0.07
Need for Speed: Most Wanted,GBA,Electronic Arts,JP,0.0
Need for Speed: Most Wanted,GBA,Electronic Arts,Other,0.0
Need for Speed: Most Wanted,GBA,Electronic Arts,NA,0.19
Star Trek: Invasion,PS,Activision,EU,0.1
Star Trek: Invasion,PS,Activision,JP,0.0
Star Trek: Invasion,PS,Activision,Other,0.02
Star Trek: Invasion,PS,Activision,NA,0.15
Star Wars: Bounty Hunter,GC,LucasArts,EU,0.05
Star Wars: Bounty Hunter,GC,LucasArts,JP,0.0
Star Wars: Bounty Hunter,GC,LucasArts,Other,0.01
Star Wars: Bounty Hunter,GC,LucasArts,NA,0.2
Tom and Jerry in War of the Whiskers,PS2,Ubisoft,EU,0.1
Tom and Jerry in War of the Whiskers,PS2,Ubisoft,JP,0.0
Tom and Jerry in War of the Whiskers,PS2,Ubisoft,Other,0.03
Tom and Jerry in War of the Whiskers,PS2,Ubisoft,NA,0.13
Ace Attorney Investigations 2,DS,Capcom,EU,0.0
Ace Attorney Investigations 2,DS,Capcom,JP,0.26
Ace Attorney Investigations 2,DS,Capcom,Other,0.0
Ace Attorney Investigations 2,DS,Capcom,NA,0.0
Dynasty Warriors 7: Xtreme Legends,PS3,Tecmo Koei,EU,0.04
Dynasty Warriors 7: Xtreme Legends,PS3,Tecmo Koei,JP,0.16
Dynasty Warriors 7: Xtreme Legends,PS3,Tecmo Koei,Other,0.02
Dynasty Warriors 7: Xtreme Legends,PS3,Tecmo Koei,NA,0.04
Bratz: The Movie,Wii,THQ,EU,0.01
Bratz: The Movie,Wii,THQ,JP,0.0
Bratz: The Movie,Wii,THQ,Other,0.02
Bratz: The Movie,Wii,THQ,NA,0.23
The Amazing Spider-Man 2 (2014),PS3,Activision,EU,0.14
The Amazing Spider-Man 2 (2014),PS3,Activision,JP,0.02
The Amazing Spider-Man 2 (2014),PS3,Activision,Other,0.04
The Amazing Spider-Man 2 (2014),PS3,Activision,NA,0.06
TouchMaster 3(Others sales),DS,Warner Bros. Interactive Entertainment,EU,0.24
TouchMaster 3(Others sales),DS,Warner Bros. Interactive Entertainment,JP,0.0
TouchMaster 3(Others sales),DS,Warner Bros. Interactive Entertainment,Other,0.02
TouchMaster 3(Others sales),DS,Warner Bros. Interactive Entertainment,NA,0.0
Angry Birds Trilogy,X360,Activision,EU,0.05
Angry Birds Trilogy,X360,Activision,JP,0.0
Angry Birds Trilogy,X360,Activision,Other,0.02
Angry Birds Trilogy,X360,Activision,NA,0.18
Naruto: Ultimate Ninja Heroes,PSP,Namco Bandai Games,EU,0.0
Naruto: Ultimate Ninja Heroes,PSP,Namco Bandai Games,JP,0.0
Naruto: Ultimate Ninja Heroes,PSP,Namco Bandai Games,Other,0.0
Naruto: Ultimate Ninja Heroes,PSP,Namco Bandai Games,NA,0.26
Jikkyou Powerful Pro Yakyuu 2011,PS3,Konami Digital Entertainment,EU,0.0
Jikkyou Powerful Pro Yakyuu 2011,PS3,Konami Digital Entertainment,JP,0.26
Jikkyou Powerful Pro Yakyuu 2011,PS3,Konami Digital Entertainment,Other,0.0
Jikkyou Powerful Pro Yakyuu 2011,PS3,Konami Digital Entertainment,NA,0.0
Major League Baseball 2K9,Wii,Take-Two Interactive,EU,0.0
Major League Baseball 2K9,Wii,Take-Two Interactive,JP,0.0
Major League Baseball 2K9,Wii,Take-Two Interactive,Other,0.02
Major League Baseball 2K9,Wii,Take-Two Interactive,NA,0.24
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,Konami Digital Entertainment,EU,0.05
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,Konami Digital Entertainment,JP,0.07
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,Konami Digital Entertainment,Other,0.01
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,Konami Digital Entertainment,NA,0.14
Power Pro Kun Pocket 5,GBA,Konami Digital Entertainment,EU,0.0
Power Pro Kun Pocket 5,GBA,Konami Digital Entertainment,JP,0.25
Power Pro Kun Pocket 5,GBA,Konami Digital Entertainment,Other,0.01
Power Pro Kun Pocket 5,GBA,Konami Digital Entertainment,NA,0.0
Battlestations: Midway,X360,Eidos Interactive,EU,0.02
Battlestations: Midway,X360,Eidos Interactive,JP,0.0
Battlestations: Midway,X360,Eidos Interactive,Other,0.02
Battlestations: Midway,X360,Eidos Interactive,NA,0.21
Konjiki no Gashbell!! Makai no Bookmark,GBA,Banpresto,EU,0.0
Konjiki no Gashbell!! Makai no Bookmark,GBA,Banpresto,JP,0.25
Konjiki no Gashbell!! Makai no Bookmark,GBA,Banpresto,Other,0.01
Konjiki no Gashbell!! Makai no Bookmark,GBA,Banpresto,NA,0.0
Riding Spirits,PS2,BAM! Entertainment,EU,0.1
Riding Spirits,PS2,BAM! Entertainment,JP,0.0
Riding Spirits,PS2,BAM! Entertainment,Other,0.03
Riding Spirits,PS2,BAM! Entertainment,NA,0.13
Just Dance 2015,PS3,Ubisoft,EU,0.08
Just Dance 2015,PS3,Ubisoft,JP,0.0
Just Dance 2015,PS3,Ubisoft,Other,0.04
Just Dance 2015,PS3,Ubisoft,NA,0.13
Bust A Groove 2,PS,Enix Corporation,EU,0.03
Bust A Groove 2,PS,Enix Corporation,JP,0.18
Bust A Groove 2,PS,Enix Corporation,Other,0.02
Bust A Groove 2,PS,Enix Corporation,NA,0.04
Inazuma Eleven Strikers,Wii,Nintendo,EU,0.01
Inazuma Eleven Strikers,Wii,Nintendo,JP,0.25
Inazuma Eleven Strikers,Wii,Nintendo,Other,0.0
Inazuma Eleven Strikers,Wii,Nintendo,NA,0.0
Hatsune Miku: Project Diva,PSP,Sega,EU,0.0
Hatsune Miku: Project Diva,PSP,Sega,JP,0.26
Hatsune Miku: Project Diva,PSP,Sega,Other,0.0
Hatsune Miku: Project Diva,PSP,Sega,NA,0.0
Yakuza 6,PS4,Sega,EU,0.0
Yakuza 6,PS4,Sega,JP,0.26
Yakuza 6,PS4,Sega,Other,0.0
Yakuza 6,PS4,Sega,NA,0.0
Gundam Battle Universe,PSP,Namco Bandai Games,EU,0.0
Gundam Battle Universe,PSP,Namco Bandai Games,JP,0.26
Gundam Battle Universe,PSP,Namco Bandai Games,Other,0.0
Gundam Battle Universe,PSP,Namco Bandai Games,NA,0.0
Sengoku Basara: Battle Heroes,PSP,Capcom,EU,0.0
Sengoku Basara: Battle Heroes,PSP,Capcom,JP,0.26
Sengoku Basara: Battle Heroes,PSP,Capcom,Other,0.0
Sengoku Basara: Battle Heroes,PSP,Capcom,NA,0.0
Armorines: Project S.W.A.R.M.,N64,Acclaim Entertainment,EU,0.05
Armorines: Project S.W.A.R.M.,N64,Acclaim Entertainment,JP,0.0
Armorines: Project S.W.A.R.M.,N64,Acclaim Entertainment,Other,0.0
Armorines: Project S.W.A.R.M.,N64,Acclaim Entertainment,NA,0.21
Nightmare Creatures,N64,Activision,EU,0.05
Nightmare Creatures,N64,Activision,JP,0.0
Nightmare Creatures,N64,Activision,Other,0.0
Nightmare Creatures,N64,Activision,NA,0.21
Star Wars Episode I: Battle for Naboo,N64,LucasArts,EU,0.05
Star Wars Episode I: Battle for Naboo,N64,LucasArts,JP,0.0
Star Wars Episode I: Battle for Naboo,N64,LucasArts,Other,0.0
Star Wars Episode I: Battle for Naboo,N64,LucasArts,NA,0.21
Duke Nukem: Zero Hour,N64,GT Interactive,EU,0.05
Duke Nukem: Zero Hour,N64,GT Interactive,JP,0.0
Shreks Carnival Craze Party Games,DS,Activision,Other,0.02
Shreks Carnival Craze Party Games,DS,Activision,NA,0.22
Cabelas Big Game Hunter 2012,PS3,Activision,EU,0.03
Cabelas Big Game Hunter 2012,PS3,Activision,JP,0.0
Cabelas Big Game Hunter 2012,PS3,Activision,Other,0.03
Cabelas Big Game Hunter 2012,PS3,Activision,NA,0.17
Scrabble (Others sales),DS,Ubisoft,EU,0.23
Scrabble (Others sales),DS,Ubisoft,JP,0.0
Scrabble (Others sales),DS,Ubisoft,Other,0.0
Scrabble (Others sales),DS,Ubisoft,NA,0.0
Transformers: Devastation,PS4,Activision,EU,0.09
Transformers: Devastation,PS4,Activision,JP,0.0
Transformers: Devastation,PS4,Activision,Other,0.04
Transformers: Devastation,PS4,Activision,NA,0.11
Hotel for Dogs,DS,505 Games,EU,0.0
Hotel for Dogs,DS,505 Games,JP,0.0
Hotel for Dogs,DS,505 Games,Other,0.02
Hotel for Dogs,DS,505 Games,NA,0.22
World Series Baseball,X,Sega,EU,0.05
World Series Baseball,X,Sega,JP,0.0
World Series Baseball,X,Sega,Other,0.01
World Series Baseball,X,Sega,NA,0.17
Dynasty Warriors: Gundam Reborn,PS3,Tecmo Koei,EU,0.0
Dynasty Warriors: Gundam Reborn,PS3,Tecmo Koei,JP,0.23
Dynasty Warriors: Gundam Reborn,PS3,Tecmo Koei,Other,0.0
Dynasty Warriors: Gundam Reborn,PS3,Tecmo Koei,NA,0.0
Test Drive: Eve of Destruction,PS2,Atari,EU,0.09
Test Drive: Eve of Destruction,PS2,Atari,JP,0.0
Test Drive: Eve of Destruction,PS2,Atari,Other,0.03
Test Drive: Eve of Destruction,PS2,Atari,NA,0.11
Starsky & Hutch,X,Empire Interactive,EU,0.05
Starsky & Hutch,X,Empire Interactive,JP,0.0
Starsky & Hutch,X,Empire Interactive,Other,0.01
Starsky & Hutch,X,Empire Interactive,NA,0.17
Hatsune Miku: Project Diva f,PSV,Sega,EU,0.0
Hatsune Miku: Project Diva f,PSV,Sega,JP,0.23
Hatsune Miku: Project Diva f,PSV,Sega,Other,0.0
Hatsune Miku: Project Diva f,PSV,Sega,NA,0.0
Jeremy McGrath Supercross World,PS2,Acclaim Entertainment,EU,0.09
Jeremy McGrath Supercross World,PS2,Acclaim Entertainment,JP,0.0
Jeremy McGrath Supercross World,PS2,Acclaim Entertainment,Other,0.03
Jeremy McGrath Supercross World,PS2,Acclaim Entertainment,NA,0.11
Rock Band Country Track Pack,X360,MTV Games,EU,0.0
Rock Band Country Track Pack,X360,MTV Games,JP,0.0
Rock Band Country Track Pack,X360,MTV Games,Other,0.02
Rock Band Country Track Pack,X360,MTV Games,NA,0.22
The Scorpion King: Rise of the Akkadian,PS2,Universal Interactive,EU,0.09
The Scorpion King: Rise of the Akkadian,PS2,Universal Interactive,JP,0.0
The Scorpion King: Rise of the Akkadian,PS2,Universal Interactive,Other,0.03
The Scorpion King: Rise of the Akkadian,PS2,Universal Interactive,NA,0.11
Loving Life with Hello Kitty & Friends,DS,Rising Star Games,EU,0.07
Loving Life with Hello Kitty & Friends,DS,Rising Star Games,JP,0.0
Loving Life with Hello Kitty & Friends,DS,Rising Star Games,Other,0.02
Loving Life with Hello Kitty & Friends,DS,Rising Star Games,NA,0.13
LEGO Ninjago: Shadow of Ronin,3DS,Warner Bros. Interactive Entertainment,EU,0.12
LEGO Ninjago: Shadow of Ronin,3DS,Warner Bros. Interactive Entertainment,JP,0.05
LEGO Ninjago: Shadow of Ronin,3DS,Warner Bros. Interactive Entertainment,Other,0.01
LEGO Ninjago: Shadow of Ronin,3DS,Warner Bros. Interactive Entertainment,NA,0.05
Lets Make a Soccer Team!,PS2,Sega,EU,0.0
Lets Make a Soccer Team!,PS2,Sega,JP,0.23
Lets Make a Soccer Team!,PS2,Sega,Other,0.0
Lets Make a Soccer Team!,PS2,Sega,NA,0.0
The Clu,PS3,Sega,EU,0.07
The Clu,PS3,Sega,JP,0.0
The Clu,PS3,Sega,Other,0.03
The Clu,PS3,Sega,NA,0.14
Monster Hunter G,PS2,Capcom,EU,0.0
Monster Hunter G,PS2,Capcom,JP,0.23
Monster Hunter G,PS2,Capcom,Other,0.0
Monster Hunter G,PS2,Capcom,NA,0.0
Meteos,DS,Nintendo,EU,0.01
Meteos,DS,Nintendo,JP,0.06
Meteos,DS,Nintendo,Other,0.01
Meteos,DS,Nintendo,NA,0.15
All-Star Baseball 2001,N64,Acclaim Entertainment,EU,0.01
All-Star Baseball 2001,N64,Acclaim Entertainment,JP,0.0
All-Star Baseball 2001,N64,Acclaim Entertainment,Other,0.0
All-Star Baseball 2001,N64,Acclaim Entertainment,NA,0.22
Tom Clancys Splinter Cell,GC,Ubisoft,EU,0.05
Tom Clancys Splinter Cell,GC,Ubisoft,JP,0.0
Tom Clancys Splinter Cell,GC,Ubisoft,Other,0.01
Tom Clancys Splinter Cell,GC,Ubisoft,NA,0.18
Star Wars Jedi Knight II: Jedi Outcast,GC,Activision,EU,0.05
Star Wars Jedi Knight II: Jedi Outcast,GC,Activision,JP,0.0
Star Wars Jedi Knight II: Jedi Outcast,GC,Activision,Other,0.01
Star Wars Jedi Knight II: Jedi Outcast,GC,Activision,NA,0.18
ESPN NHL Hockey,PS2,Sega,EU,0.09
ESPN NHL Hockey,PS2,Sega,JP,0.0
ESPN NHL Hockey,PS2,Sega,Other,0.03
ESPN NHL Hockey,PS2,Sega,NA,0.11
Harvest Moon G,G,Victor Interactive,EU,0.0
Harvest Moon G,G,Victor Interactive,JP,0.23
Harvest Moon G,G,Victor Interactive,Other,0.0
Harvest Moon G,G,Victor Interactive,NA,0.0
DiRT Showdown,X360,Codemasters,EU,0.13
DiRT Showdown,X360,Codemasters,JP,0.0
DiRT Showdown,X360,Codemasters,Other,0.02
DiRT Showdown,X360,Codemasters,NA,0.08
Dark Souls II,XOne,Namco Bandai Games,EU,0.07
Dark Souls II,XOne,Namco Bandai Games,JP,0.0
Dark Souls II,XOne,Namco Bandai Games,Other,0.02
Dark Souls II,XOne,Namco Bandai Games,NA,0.14
Big Beach Sports 2,Wii,THQ,EU,0.12
Big Beach Sports 2,Wii,THQ,JP,0.0
Big Beach Sports 2,Wii,THQ,Other,0.02
Big Beach Sports 2,Wii,THQ,NA,0.09
The Incredible Hulk: Ultimate Destruction,X,Vivendi Games,EU,0.05
The Incredible Hulk: Ultimate Destruction,X,Vivendi Games,JP,0.0
The Incredible Hulk: Ultimate Destruction,X,Vivendi Games,Other,0.01
The Incredible Hulk: Ultimate Destruction,X,Vivendi Games,NA,0.17
NCAA GameBreaker 2003,PS2,Sony Computer Entertainment,EU,0.09
NCAA GameBreaker 2003,PS2,Sony Computer Entertainment,JP,0.0
NCAA GameBreaker 2003,PS2,Sony Computer Entertainment,Other,0.03
NCAA GameBreaker 2003,PS2,Sony Computer Entertainment,NA,0.11
Gundam Battle Assault,PS,Namco Bandai Games,EU,0.09
Gundam Battle Assault,PS,Namco Bandai Games,JP,0.0
Gundam Battle Assault,PS,Namco Bandai Games,Other,0.02
Gundam Battle Assault,PS,Namco Bandai Games,NA,0.13
Virtua Fighter Kids,SAT,Sega,EU,0.0
Virtua Fighter Kids,SAT,Sega,JP,0.23
Virtua Fighter Kids,SAT,Sega,Other,0.0
Virtua Fighter Kids,SAT,Sega,NA,0.0
Lunar: Silver Star Story,SAT,Kadokawa Shoten,EU,0.0
Lunar: Silver Star Story,SAT,Kadokawa Shoten,JP,0.23
Lunar: Silver Star Story,SAT,Kadokawa Shoten,Other,0.0
Lunar: Silver Star Story,SAT,Kadokawa Shoten,NA,0.0
Game & Wario,WiiU,Nintendo,EU,0.06
Game & Wario,WiiU,Nintendo,JP,0.12
Game & Wario,WiiU,Nintendo,Other,0.01
Game & Wario,WiiU,Nintendo,NA,0.05
Rocket Power: Beach Bandits,GC,THQ,EU,0.05
Rocket Power: Beach Bandits,GC,THQ,JP,0.0
Rocket Power: Beach Bandits,GC,THQ,Other,0.01
Rocket Power: Beach Bandits,GC,THQ,NA,0.18
Shaun White Snowboarding,DS,Ubisoft,EU,0.0
Shaun White Snowboarding,DS,Ubisoft,JP,0.0
Shaun White Snowboarding,DS,Ubisoft,Other,0.02
Shaun White Snowboarding,DS,Ubisoft,NA,0.21
Tony Hawks Downhill Jam,Wii,Activision,EU,0.0
Tony Hawks Downhill Jam,Wii,Activision,JP,0.0
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,Sega,NA,0.0
Bugs Bunny & Taz: Time Busters,PS,Infogrames,EU,0.08
Bugs Bunny & Taz: Time Busters,PS,Infogrames,JP,0.0
Bugs Bunny & Taz: Time Busters,PS,Infogrames,Other,0.01
Bugs Bunny & Taz: Time Busters,PS,Infogrames,NA,0.11
NBA Live 14,XOne,Electronic Arts,EU,0.02
NBA Live 14,XOne,Electronic Arts,JP,0.0
NBA Live 14,XOne,Electronic Arts,Other,0.02
NBA Live 14,XOne,Electronic Arts,NA,0.17
Lost Planet 3,PS3,Capcom,EU,0.05
Lost Planet 3,PS3,Capcom,JP,0.06
Lost Planet 3,PS3,Capcom,Other,0.02
Lost Planet 3,PS3,Capcom,NA,0.07
Discovery Kids: Pony Paradise,DS,505 Games,EU,0.0
Discovery Kids: Pony Paradise,DS,505 Games,JP,0.0
Discovery Kids: Pony Paradise,DS,505 Games,Other,0.01
Discovery Kids: Pony Paradise,DS,505 Games,NA,0.19
Jikkyou Powerful Pro Yakyuu 2012,PS3,Konami Digital Entertainment,EU,0.0
Jikkyou Powerful Pro Yakyuu 2012,PS3,Konami Digital Entertainment,JP,0.21
Jikkyou Powerful Pro Yakyuu 2012,PS3,Konami Digital Entertainment,Other,0.0
Jikkyou Powerful Pro Yakyuu 2012,PS3,Konami Digital Entertainment,NA,0.0
Dragon Ball Z: Sagas,GC,Atari,EU,0.04
Dragon Ball Z: Sagas,GC,Atari,JP,0.0
Dragon Ball Z: Sagas,GC,Atari,Other,0.01
Dragon Ball Z: Sagas,GC,Atari,NA,0.16
X2: Wolverines Revenge,X,Activision,EU,0.04
X2: Wolverines Revenge,X,Activision,JP,0.0
X2: Wolverines Revenge,X,Activision,Other,0.01
X2: Wolverines Revenge,X,Activision,NA,0.15
Tenchu: Shadow Assassins,Wii,Ubisoft,EU,0.01
Tenchu: Shadow Assassins,Wii,Ubisoft,JP,0.03
Tenchu: Shadow Assassins,Wii,Ubisoft,Other,0.01
Tenchu: Shadow Assassins,Wii,Ubisoft,NA,0.15
Power Rangers: Wild Force,GBA,THQ,EU,0.05
Power Rangers: Wild Force,GBA,THQ,JP,0.0
Power Rangers: Wild Force,GBA,THQ,Other,0.0
Power Rangers: Wild Force,GBA,THQ,NA,0.15
Barbie: Groom and Glam Pups,Wii,THQ,EU,0.02
Barbie: Groom and Glam Pups,Wii,THQ,JP,0.0
Barbie: Groom and Glam Pups,Wii,THQ,Other,0.01
Barbie: Groom and Glam Pups,Wii,THQ,NA,0.18
High School Musical 3: Senior Year DANCE!,X360,Disney Interactive Studios,EU,0.0
High School Musical 3: Senior Year DANCE!,X360,Disney Interactive Studios,JP,0.0
High School Musical 3: Senior Year DANCE!,X360,Disney Interactive Studios,Other,0.02
High School Musical 3: Senior Year DANCE!,X360,Disney Interactive Studios,NA,0.19
The King of Fighters 95,NG,SNK,EU,0.0
The King of Fighters 95,NG,SNK,JP,0.2
The King of Fighters 95,NG,SNK,Other,0.0
The King of Fighters 95,NG,SNK,NA,0.0
Mary-Kate and Ashley: Girls Night Out,GBA,Acclaim Entertainment,EU,0.05
Mary-Kate and Ashley: Girls Night Out,GBA,Acclaim Entertainment,JP,0.0
Mary-Kate and Ashley: Girls Night Out,GBA,Acclaim Entertainment,Other,0.0
Mary-Kate and Ashley: Girls Night Out,GBA,Acclaim Entertainment,NA,0.15
Wedding Dash,DS,Zoo Games,EU,0.0
Wedding Dash,DS,Zoo Games,JP,0.0
Wedding Dash,DS,Zoo Games,Other,0.01
Wedding Dash,DS,Zoo Games,NA,0.19
Beyblade G-Revolution,GBA,Atari,EU,0.05
Beyblade G-Revolution,GBA,Atari,JP,0.0
Beyblade G-Revolution,GBA,Atari,Other,0.0
Beyblade G-Revolution,GBA,Atari,NA,0.15
Trade & Battle: Card Hero,G,Nintendo,EU,0.0
Trade & Battle: Card Hero,G,Nintendo,JP,0.2
Trade & Battle: Card Hero,G,Nintendo,Other,0.0
Trade & Battle: Card Hero,G,Nintendo,NA,0.0
World Championship Cards,PSP,Crave Entertainment,EU,0.0
World Championship Cards,PSP,Crave Entertainment,JP,0.0
World Championship Cards,PSP,Crave Entertainment,Other,0.02
World Championship Cards,PSP,Crave Entertainment,NA,0.19
Capcom Fighting Evolution,PS2,Capcom,EU,0.08
Capcom Fighting Evolution,PS2,Capcom,JP,0.0
Capcom Fighting Evolution,PS2,Capcom,Other,0.03
Capcom Fighting Evolution,PS2,Capcom,NA,0.1
Anarchy Reigns,PS3,Sega,EU,0.03
Anarchy Reigns,PS3,Sega,JP,0.06
Anarchy Reigns,PS3,Sega,Other,0.02
Anarchy Reigns,PS3,Sega,NA,0.1
SD Gundam GNext,SNES,Namco Bandai Games,EU,0.0
SD Gundam GNext,SNES,Namco Bandai Games,JP,0.2
SD Gundam GNext,SNES,Namco Bandai Games,Other,0.0
SD Gundam GNext,SNES,Namco Bandai Games,NA,0.0
Backyard NFL Football 2006,PS2,Atari,EU,0.08
Backyard NFL Football 2006,PS2,Atari,JP,0.0
Backyard NFL Football 2006,PS2,Atari,Other,0.03
