GAME_NAME,GENRE
Metal Gear Solid,Action
Stella Deus: The Gate of Eternity,Strategy
Prinny: Can I Really Be The Hero? (US sales),Action
Who Wants to be a Millionaire: 2nd Edition,Misc
High School Musical 3: Senior Year,Misc
Lux-Pain (JP sales),Adventure
Mercury Meltdown,Action
Bust A Groove,Misc
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,Fighting
Spider-Man: Friend or Foe,Action
AirForce Delta Strike,Simulation
The Legend of Zelda: Four Swords Adventures,Action
Wet,Shooter
Einh\xc3\xa4nder,Shooter
King of Fighters 2002: Unlimited Match Tougeki Ver.,Fighting
Cities: Skylines Snowfall,Simulation
Mega Man X Collection,Misc
Silent Hill: Homecoming,Action
Metroid Prime Hunters,Shooter
Final Fantasy Explorers,Role-Playing
Devil May Cry,Action
Shinjuku no Ookami,Action
Lair,Action
WWE WrestleMania 21,Fighting
Jikkyou Powerful Pro Yakyuu 7,Sports
PGR4 - Project Gotham Racing 4,Racing
Midtown Madness 3,Racing
The Elder Scrolls Online,Role-Playing
Stronghold,Strategy
Dragon Ball Z: Budokai,Fighting
Full Spectrum Warrior,Strategy
Crysis,Shooter
Derby Stallion Gold,Sports
Killing Floor 2 ,Shooter
Glacier2,Racing
Street Fighter II: Special Champion Edition (JP weekly sales),Action
TouchMaster 2,Puzzle
Tales of Phantasia (PS1 & PSP Versions),Role-Playing
Doraemon: Nobita to Midori no Kyojinden DS,Platform
Skeleton Warriors,Platform
NBA Hangtime,Sports
Shellshock,Action
Our House,Strategy
.hack//Outbreak Part 3,Role-Playing
Prince of Persia (2008),Action
Assetto Corsa,Racing
Monster Trucks,Racing
Dungeon Siege: Throne of Agony,Role-Playing
Power Pro Kun Pocket 8,Sports
Kamiwaza Wanda: Kira Kira Ichibangai Kikiippatsu!,Action
Jet Moto 3,Racing
Crimson Skies: High Road to Revenge,Simulation
Phoenix Wright: Ace Attorney - Trials and Tribulations,Adventure
Hasbro Family Game Night 2,Misc
Go Go Ackman 3,Platform
Red Faction: Guerrilla,Shooter
Panzer Dragoon,Shooter
Master of Illusion,Puzzle
Mega Man Powered Up,Platform
Daito Giken Premium Pachi-Slot Collection: Yoshimune,Misc
Strider (2014),Platform
Dora the Explorer: Super Spies,Platform
Medal of Honor: Underground,Shooter
Phantasy Star Online,Role-Playing
Fossil Fighters: Frontier,Role-Playing
MotoGP 15,Racing
Secret Service,Action
No Fate! Only the Power of Will,Adventure
NASCAR Kart Racing,Racing
The Sims 3: Seasons,Simulation
Metal Gear Solid Integral,Adventure
Onechanbara Special,Action
Power Pro Success Legends,Sports
Gladiator: Sword of Vengeance,Action
Pro Yakyuu Greatest Nine 98,Sports
DualPenSports,Sports
Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,Adventure
TOCA Race Driver 2: Ultimate Racing Simulator,Racing
Pok\xc3\xa9mon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,Misc
Star Trek: Tactical Assault,Strategy
Starshot: Space Circus Fever,Platform
WipEout XL,Racing
Smart Kids Party Fun Pak,Misc
Trauma Center: Second Opinion,Simulation
FIFA Soccer 64,Sports
Strawberry Shortcake: Strawberryland Games,Action
Clever Kids: Pirates,Misc
Starsky & Hutch,Racing
The Seven Deadly Sins: Unjust Sin,Adventure
Sonic the Hedgehog 2 (8-bit),Platform
Harley-Davidson: Road Trip,Racing
Famicom Jump: Eiyuu Retsuden,Role-Playing
Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,Strategy
Otome Riron to Sono Shuuhen: Bon Voyage,Adventure
th!nk Logic Trainer,Puzzle
Culdcept DS,Strategy
Bayonetta 2,Action
Blast Radius,Action
Tecmo Bowl: Kickoff,Sports
Time Crisis,Shooter
Toshochu: Run for Money,Adventure
Netsu Chu! Pro Yakyuu 2002,Sports
Mortimer Beckett and the Secrets of Spooky Manor,Puzzle
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,Action
The Sky Crawlers: Innocent Aces,Simulation
Resident Evil: The Umbrella Chronicles,Action
Karnaaj Rally,Racing
Jikkyou Powerful Pro Yakyuu Portable,Sports
Kurokos Basketball: Ties to Future,Action
Final Fantasy XIII-2,Role-Playing
Sega Superstars,Misc
Petz Puppyz & Kittenz,Misc
Zill Oll Infinite Plus,Role-Playing
Playmobil Pirates,Action
Crackdown,Shooter
Just Dance,Misc
Sumikko Gurashi: Omise Hajimerundesu,Action
Anno 1701: Dawn of Discovery,Simulation
Initial D: Extreme Stage,Racing
Kings Field II,Role-Playing
Jewel Quest Mysteries 2: Trail of the Midnight Heart,Puzzle
Dragon Ball Z: Harukanaru Densetsu (JP sales),Role-Playing
Goemons Great Adventure,Platform
Jojos Fashion Show: Design in a Dash!,Simulation
Manhunt 2,Action
Summer Athletics: The Ultimate Challenge (US sales),Sports
Batman: Vengeance,Adventure
Warhammer: Shadow of the Horned Rat,Strategy
Mister Slime,Action
Disney Sing It: Party Hits,Misc
Castlevania: Curse of Darkness,Action
Godzilla: Save the Earth,Fighting
Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,Misc
Banushi Life Game: Winners Circle,Sports
Solaris,Shooter
Petz Sports,Simulation
Castle Shikigami 2,Shooter
The Last Guardian,Action
Barbie and the Magic of Pegasus,Action
"Warhammer 40,000: Space Marine",Shooter
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,Action
Road Rash 3D,Racing
Top Spin 3,Action
Haunted House,Action
Death By Degrees,Action
Army Men 3D,Action
Cosmic Family,Misc
MotionSports,Sports
Mega Man 6,Platform
World Snooker Championship 2007,Sports
Space Chimps,Platform
Jampack: Summer 2003 (RP-T),Misc
World Series of Poker,Misc
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,Adventure
Know How 2,Puzzle
Naruto: The Broken Bond,Action
Turbo Turtle Adventure,Puzzle
Mad Dash Racing,Racing
Rocksmith 2014 Edition Remastered,Misc
Chessmaster: The Art of Learning,Misc
Call of Juarez: Bound in Blood,Shooter
Breakout,Puzzle
New Super Mario Bros. Wii,Platform
Dragon Quest Monsters 1\xc2\xb72,Role-Playing
Star Trek: Voyager Elite Force,Shooter
Nano Assault,Shooter
SBK X: Superbike World Championship,Racing
The Chase: Felix Meets Felicity,Action
The Scorpion King: Rise of the Akkadian,Action
Home Run King,Sports
Baldurs Gate: Dark Alliance II,Role-Playing
Hi-Octane: The Track Fights Back!,Racing
Ride,Racing
Nightshade,Action
Peak Performance,Racing
Nancy Drew: Secret of the Scarlet Hand,Adventure
Warriors Orochi 2,Action
Snow Portable,Adventure
Imagine: Interior Designer,Simulation
Nanashi no Game,Adventure
Snowboard Kids,Sports
Soul Eater: Battle Resonance,Action
SoulCalibur: Broken Destiny,Fighting
Arcana Heart 3,Fighting
Summer Sports: Paradise Island,Sports
Dragon Ball Z: Burst Limit,Fighting
Lock On: Modern Air Combat,Simulation
Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,Adventure
Choro Q 64 2: Hacha Mecha Grand Prix Race,Racing
WRC 5: FIA World Rally Championship,Sports
Chaos Wars,Strategy
Mario Super Sluggers,Sports
The First Templar,Action
Fur Fighters: Viggos Revenge,Action
Romance of the Three Kingdoms X,Strategy
Chicken Run,Adventure
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",Misc
Spin Jam,Puzzle
Microsoft Train Simulator,Simulation
One Piece: Pirate Warriors 3,Action
Kung Fu Panda 2,Action
Super Robot Gakuen,Adventure
NickToons: Racing,Racing
Soma Bringer,Role-Playing
Densetsu no Stafi 4,Platform
Tomb Raider: Underworld,Action
Viewtiful Joe: Red Hot Rumble,Action
Motion Explosion!,Misc
Rat Attack!,Puzzle
Casual Mania!,Puzzle
DanceDanceRevolution,Simulation
Hyakki Yagyou Kaidan Romance,Action
Star Ocean: Second Evolution,Role-Playing
Deer Drive,Sports
Antz Extreme Racing,Racing
DJ Max Fever,Misc
Majin and the Forsaken Kingdom,Adventure
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,Adventure
Zero Escape: Zero Time Dilemma,Adventure
Squinkies 2: Adventure Mall Surprize!,Platform
Odama,Misc
Barbie Fashion Show: An Eye for Style,Misc
DS Bimoji Training,Misc
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,Misc
Heart Catch PreCure! Oshare Collection,Action
Nikolis Pencil Puzzle,Puzzle
Mugen Souls Z,Role-Playing
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",Adventure
The Getaway,Action
"Warhammer 40,000: Fire Warrior",Shooter
Hasbro Family Game Night,Puzzle
Deal or No Deal: Special Edition,Misc
Pitfall: The Lost Expedition,Platform
OZMAFIA!! -vivace-,Adventure
Lowrider,Misc
Nisenochigiri: Omoide no Saki e,Adventure
Kaijuu Busters,Action
Kingdom Hearts: Birth by Sleep,Role-Playing
Bulletstorm,Shooter
Record of Agarest War Zero,Strategy
Crusaders of Might and Magic,Role-Playing
3rd Super Robot Wars Z: Tengoku-Hen,Action
Hoshiiro no Okurimono,Adventure
Project FIFA World Cup,Sports
Crazy Taxi,Racing
Inazuma Eleven,Role-Playing
Contender 2,Fighting
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,Action
Street Supremacy,Racing
The Revenge of Shinobi,Platform
Baseball,Sports
Elebits: The Adventures of Kai and Zero,Adventure
Chopper Attack,Action
Cold Fear,Action
Skylanders: SuperChargers,Action
Activision Hits: Remixed,Misc
Far Cry 4,Shooter
Flag Capture,Action
Super Robot Taisen Impact,Strategy
Superbike 2000,Racing
Hot n Cold,Action
Deponia Doomsday,Adventure
Star Wars Starfighter: Special Edition,Simulation
Tenchu 2: Birth of the Stealth Assassins,Action
Harvest Moon DS Cute (US sales),Simulation
Alfa Romeo Racing Italiano,Racing
ArmA III,Shooter
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,Action
Sonic Jam,Platform
Silent Hill,Action
Shakugan no Shana,Adventure
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,Misc
Paws & Claws: Dogs & Cats Best Friends,Simulation
Hakuouki 3D,Adventure
Halo: Combat Evolved Anniversary,Shooter
Ar tonelico Qoga: Knell of Ar Ciel,Role-Playing
Hannah Montana: Music Jam,Action
Bass Strike,Sports
Injustice: Gods Among Us,Fighting
Zero4 Champ RR,Sports
Monster Rancher EVO,Role-Playing
R-Type Command (correct US sales),Strategy
Luxor 3,Puzzle
Thomas and Friends: Steaming around Sodor,Action
R-Type III: The Third Lightning,Shooter
Phantom Brave: We Meet Again,Role-Playing
IHRA Professional Drag Racing 2005,Racing
So-Ra-No-Wo-To: Otome no Gojuusou,Adventure
Eyeshield 21: Portable Edition,Role-Playing
Gradius Collection,Shooter
Command & Conquer Renegade,Shooter
Hamtaro: Ham-Ham Heartbreak,Action
Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,Role-Playing
Shin Megami Tensei: Persona 2: Innocent Sin,Role-Playing
Dragon Quest Heroes II: Twin Kings and the Prophecys End,Action
Zatch Bell! Mamodo Fury,Fighting
Kirby 64: The Crystal Shards,Platform
Journey to the Center of the Earth,Adventure
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,Shooter
Clever Kids: Creepy Crawlies,Action
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,Action
Burger Island,Action
Yourself Fitness,Sports
Football Manager 2005,Sports
"Ed, Edd n Eddy: The Mis-Edventures",Platform
Astro Boy: The Video Game,Action
Mega Man Zero 2,Platform
Destiny,Shooter
Ogre Battle Series: Tactics Ogre,Role-Playing
Lollipop Chainsaw,Action
X2: Wolverines Revenge,Platform
Derby Tsuku: Derby Uma o Tsukurou!,Sports
Mini-Yonku GB: Lets & Go!!,Strategy
Heavenly Guardian,Shooter
Age of Empires: Mythologies,Strategy
Family Fortunes,Misc
Teenage Mutant Ninja Turtles II: Back from the Sewers,Action
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,Role-Playing
Arthur! Ready to Race,Racing
MechAssault: Phantom War,Simulation
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,Shooter
Imagine: Artist,Misc
Suggoi! Arcana Heart 2,Fighting
The Legend of Zelda: Majoras Mask,Action
SNK vs. Capcom: SVC Chaos,Fighting
Super Dodgeball Brawlers (jp sales),Sports
Ben 10: Alien Force,Action
BloodRayne 2,Shooter
Crash Bandicoot: The Huge Adventure,Platform
Uta no * Prince-Sama: Repeat,Adventure
Derby Stallion III,Sports
Gekijouban Madoka Magicka: The Battle Pentagram,Action
Womens Volleyball Championship,Sports
Looney Tunes: Cartoon Conductor,Misc
Thousand Arms,Role-Playing
X3: Terran Conflict,Simulation
Fire Emblem Fates,Role-Playing
Toxic Grind,Sports
Romance of the Three Kingdoms XII,Strategy
Saka-Tsuku DS: Touch and Direct,Sports
Grand Kingdom,Role-Playing
Derby Jockey 2,Sports
Kung Fu Panda: Showdown of Legendary Legends,Action
Hannah Montana: The Movie,Adventure
Fosters Home for Imaginary Friends: Imagination Invaders,Adventure
MediEvil,Platform
Justice League: Chronicles,Platform
King Arthur Collection,Strategy
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,Adventure
Dead Rising 2,Action
"Horrid Henry: The Good, The Bad and The Bugly",Platform
Mary Kings Riding School,Simulation
Derby Stallion 96,Sports
Madden NFL 2005,Sports
Dragon Ball Heroes: Ultimate Mission 2 ,Strategy
Fashionable Puppy: Oshare na Koinu DS,Simulation
Pryzm Chapter One: The Dark Unicorn,Adventure
Sly 2: Band of Thieves,Platform
Geometry Wars 3: Dimensions Evolved,Action
World Soccer Winning Eleven 8: Liveware Evolution,Sports
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,Action
Gradius V,Shooter
River King: Mystic Valley (US sales),Sports
Driver: San Francisco,Racing
Book of Spells,Action
We Sing,Misc
Justice League Heroes: The Flash,Action
Cabbage Patch Kids: The Patch Puppy Rescue,Misc
Dance Factory,Action
PixelJunk Monsters Deluxe,Strategy
Thunder Alley,Racing
Super Fire ProWrestling Special,Fighting
Miami Vice: The Game,Shooter
Mario vs. Donkey Kong 2: March of the Minis,Puzzle
The Sims 2: Nightlife,Simulation
Dance Dance Revolution SuperNOVA,Simulation
Tekken Tag Tournament 2,Fighting
Mobile Suit Gundam Battlefield Record U.C.0081,Action
FlatOut: Head On,Racing
My Word Coach,Misc
Chameleon: To Dye For!,Puzzle
Gallop Racer 2003: A New Breed,Sports
Gakuen Alice: WakuWaku * Happy Friends,Adventure
Klonoa Heroes: Densetsu no Star Medal,Role-Playing
Triggerheart Excelica Enhanced,Shooter
Attack on Titan: Humanity in Chains,Action
Far East of Eden Shinden,Fighting
J-League Jikkyou Winning Eleven 2000,Sports
Peggle: Dual Shot,Puzzle
Alvin and the Chipmunks: The Squeakquel,Misc
CV Casting Voice,Adventure
Castlevania II: Simons Quest,Platform
AMF Bowling World Lanes,Sports
Sentimental Graffiti 2,Adventure
Wangan Midnight,Racing
Agatha Christie: Death on the Nile,Adventure
Naruto: Clash of Ninja,Fighting
Street Fighter EX3,Fighting
NCAA Football 09 All-Play,Sports
Mario Kart: Super Circuit,Racing
NBA Live 06,Sports
Mega Man & Bass,Platform
Bad Apple Wars,Action
Indianapolis 500 Evolution,Racing
Commandos: Strike Force,Shooter
Dance Dance Revolution: Disney Grooves,Simulation
Tomb Raider: The Prophecy,Action
Metroid Prime Pinball,Misc
Mechanic Master 2,Puzzle
Dogs Life,Adventure
Calcio Bit,Sports
Days of Memories 3,Adventure
Wand of Fortune,Adventure
Fossil Fighters: Champions,Role-Playing
Pretty Rhythm: My Deco Rainbow Wedding,Misc
The Cheetah Girls,Misc
Are You Smarter than a 5th Grader? Game Time,Puzzle
Guild Wars Trilogy,Role-Playing
Nintendo World Cup,Sports
Forza Horizon 2,Racing
ESPN NFL Primetime 2002,Sports
Wing Commander III: Heart of the Tiger,Action
Dino Dinis Kick Off Revival,Sports
Batman: Rise of Sin Tzu,Action
DiRT 2,Racing
The Legend of the Mystical Ninja,Adventure
Vampire Mansion: Linda Hyde,Adventure
Whats Cooking? Jamie Oliver,Simulation
Bratz Ponyz,Adventure
Hero Bank 2,Role-Playing
Tom Clancys Rainbow Six: Rogue Spear,Shooter
Animaniacs Ten Pin Alley,Sports
The Eye of Judgment,Misc
SingStar Anthems,Misc
Escape Dead Island,Action
Demolition Racer,Racing
Dirge of Cerberus: Final Fantasy VII,Shooter
Championship Manager 99/00,Sports
Power Stakes,Sports
DarkStar One,Simulation
Judge Dredd: Dredd Vs Death,Shooter
Spy Hunter: Nowhere To Run,Racing
Pac-Man and the Ghostly Adventures 2,Adventure
Goodbye Deponia,Adventure
Momotarou Dentetsu 15,Misc
Asphalt 3D,Racing
Puella Magi Madoka Magica Portable,Role-Playing
Destiny Links,Role-Playing
.hack//Quarantine Part 4: The Final Chapter,Role-Playing
Warriors of the Lost Empire (JP sales),Role-Playing
Rainbow Islands Revolution,Platform
Metal Gear Solid 2: Substance,Action
Jewel Master: Cradle of Rome,Puzzle
Chibi-Robo! Park Patrol,Adventure
Resident Evil Outbreak File #2,Action
Lunar: Dragon Song,Role-Playing
Fear Effect,Action
Scrabble,Misc
Legaia 2: Duel Saga,Role-Playing
Cold War,Shooter
Shantae and the Pirates Curse,Platform
Grabbed by the Ghoulies,Action
MonHun Nikki: Poka Poka Ailu Mura,Role-Playing
[Prototype 2],Action
Reign of Fire,Shooter
M&Ms Shell Shocked,Action
Arcade Zone,Misc
Ride 2,Racing
ZhuZhu Puppies,Simulation
Transport Fever,Simulation
Walt Disney's The Jungle Book: Rhythm NGroove,Misc
Bleach DS 4th: Flame Bringer,Action
Shadow Hearts: Covenant,Role-Playing
Backyard Baseball 09,Sports
Fallout: Brotherhood of Steel,Role-Playing
MTV Music Generator,Misc
Sengoku Basara X,Fighting
Otome wa Oanesama Boku ni Koi Shiteru Portable,Adventure
Pirates: The Legend of Black Kat,Adventure
Contra Advance: The Alien Wars EX,Shooter
Spyro: A Heros Tail,Platform
Vacation Sports,Sports
Operation Flashpoint: Elite,Shooter
Extra Bases,Sports
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,Misc
EA Sports Grand Slam Tennis,Sports
The Fast and the Furious,Racing
The Witcher 3: Wild Hunt,Role-Playing
NFL Blitz Pro,Sports
Demons Souls,Role-Playing
Genkai Totsuki Moero Chronicle,Role-Playing
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,Action
Jak and Daxter: The Precursor Legacy,Platform
Monster Guardians,Role-Playing
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,Misc
Hiiro no Kakera Portable,Adventure
Mystery Tales of Time Travel,Puzzle
Cyberia,Action
Spy Hunter,Racing
Nintendo Presents: New Style Boutique 2 - Fashion Forward,Misc
Ducati World Racing Challenge,Racing
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,Misc
Suzumiya Haruhi no Heiretsu,Adventure
Summon Night X: Tears Crown,Role-Playing
Superdimension Neptune vs Sega Hard Girls,Role-Playing
Pro Evolution Soccer 2013,Sports
Tempest 3X,Shooter
Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,Sports
The Sims 2: Open for Business,Simulation
EyeToy: Kinetic,Sports
Gyouretsu no Dekiru Houritsu Soudansho,Misc
SplashDown,Racing
Onimusha Essentials,Action
One Piece: Super Grand Battle! X,Fighting
Freelancer,Simulation
Seaman,Simulation
NCAA Final Four 2003,Sports
DDRMAX2: Dance Dance Revolution,Simulation
Sammy Sosa High Heat Baseball 2001,Sports
Dragonfire,Action
The Legend of Spyro: Dawn of the Dragon,Platform
Graffiti Kingdom,Role-Playing
MLB Power Pros,Sports
Doki-Doki Universe,Adventure
Dark Fall 3: Lost Souls,Adventure
Naruto Shippuden: Ninja Destiny 2,Fighting
Medal of Honor: Rising Sun,Shooter
Dead or Alive 5,Fighting
Tales of the Heroes: Twin Brave,Role-Playing
DEATH NOTE: Kira Game,Adventure
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,Misc
Summer Sports: Paradise Island (Others sales),Sports
Countdown Vampires,Adventure
Discovery Kids: Dolphin Discovery,Simulation
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,Misc
Inazuma Eleven 2,Role-Playing
Shin Megami Tensei: Persona 4,Role-Playing
Silent Hunter 5: Battle of the Atlantic,Simulation
SpongeBos Atlantis SquarePantis,Action
World of Warcraft: Warlords of Draenor,Action
NBA 2K11,Action
Petz Fashion: Dogz & Catz,Simulation
Need for Speed: Shift 2 Unleashed,Racing
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,Sports
Halo 3: ODST,Shooter
Moshi Monsters: Moshlings Theme Park,Misc
Namco Museum: Virtual Arcade,Misc
The Kore Gang,Platform
All Grown Up!: Game Boy Advance Video Volume 1,Misc
Torchlight,Role-Playing
Banjo-Kazooie: Nuts & Bolts,Platform
Star Wars Episode III: Revenge of the Sith,Action
Barbie as The Island Princess,Adventure
Blood Omen: Legacy of Kain,Role-Playing
Paws & Claws: Marine Rescue,Simulation
Dragon Quest V: Hand of the Heavenly Bride,Role-Playing
Wii Play: Motion,Misc
Housekeeping,Action
Forza Motorsport 2,Racing
Nounai Aeshe: IQ Suppli DS,Misc
Shining Ark,Role-Playing
Victorian Mysteries: Woman in White,Strategy
Star Wars: Empire at War - Forces of Corruption,Strategy
ML,Sports
Dream Pinball 3D,Misc
ESPN: Sports Connection,Sports
Duel Masters: Sempai Legends,Misc
The Lost Treasures of Alexandria,Puzzle
True Swing Golf,Sports
Europa Universalis III,Strategy
Dance Dance Revolution Universe 2,Simulation
Kyoukai Senjou no Horizon Portable,Adventure
Brothers In Arms DS,Shooter
Line Rider 2: Unbound,Puzzle
Atelier Meruru: Alchemist of Arland 3,Role-Playing
Banjo-Kazooie,Platform
Summon Night 6: Lost Borders,Action
Medal of Honor: Airborne,Shooter
Mobile Suit Gundam: Gundam vs. Gundam,Fighting
Busy Scissors,Simulation
Im A Celebrity: Get Me Out of Here!,Misc
WWE SmackDown! Shut Your Mouth,Sports
Riven: The Sequel to Myst,Adventure
Bugriders: The Race of Kings,Racing
ESPN MLB Baseball,Sports
Tekken 6,Fighting
Rage,Shooter
Pokemon Battle Revolution,Role-Playing
Deception III: Dark Delusion,Role-Playing
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,Role-Playing
Pro Evolution Soccer 2016,Sports
Monster Tale,Platform
Game Party in Motion,Misc
World Soccer Winning Eleven 9,Sports
Build n Race,Racing
RalliSport Challenge 2,Racing
LEGO Soccer Mania,Sports
Spec Ops: Covert Assault,Shooter
Project X Zone 2: Brave New World,Role-Playing
Art Academy: Lessons for Everyone,Action
The Sims 3: Barnacle Bay,Simulation
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,Misc
Octomania,Puzzle
Mage Knight: Destinys Soldier,Strategy
Dragon Ball Z: Shin Budokai,Fighting
Hydro Thunder,Racing
Hyakka Hyakurou: Sengoku Ninpoujou,Adventure
Scarface: The World is Yours,Action
Child of Eden,Shooter
Gravity Rush,Action
Lunacy,Adventure
Monster Force,Shooter
Darkstalkers Resurrection,Fighting
Rugby Union Team Manager 2017,Simulation
Aa Megami-samaa,Adventure
Lost in Blue 2,Adventure
Princess on Ice,Sports
Star Wars Trilogy: Apprentice of the Force,Action
Red Dead Redemption,Action
Live A Live,Role-Playing
Kenka Banchou 2: Full Throttle,Action
Murder in Venice,Adventure
March of the Penguins,Adventure
Tom and Jerry: Infurnal Escape,Action
The King of Fighters 02/03,Fighting
Iron Man / X-O Manowar in Heavy Metal,Platform
Storm Lover 2nd,Misc
"Prinny 2: Dawn of Operation Panties, Dood!",Platform
The Chronicles of Riddick: Escape from Butcher Bay,Shooter
Yakuza: Ishin,Action
WWE All Stars,Fighting
Mary-Kate and Ashley: Winners Circle,Action
Big Family Games,Misc
FIFA: Road to World Cup 98,Sports
Max & the Magic Marker,Platform
Worms Reloaded,Strategy
Denki Blocks!,Puzzle
Doraemon 3: Nobi Dai no Machi SOS!,Platform
Vampire Legends: Power of Three,Adventure
Serious Sam,Shooter
Marvel: Ultimate Alliance 2,Role-Playing
Writing and Speaking Beautiful Japanese DS,Misc
Rain (2013),Adventure
Transformers: Dark of the Moon,Action
Mega Man Battle Network 4: Red Sun / Blue Moon,Role-Playing
Tim Burtons The Nightmare Before Christmas: The Pumpkin King,Platform
Karaoke Revolution Volume 3,Misc
Super Street Fighter II,Fighting
Need for Speed (2015),Racing
Nagano Winter Olympics 98,Sports
FIFA 16,Sports
Beamrider,Racing
BIT.TRIP SAGA,Misc
Cabelas Alaskan Adventure,Sports
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army,Role-Playing
Bleach: Versus Crusade,Fighting
Storm Lover Kai!!,Action
Witchs Wish,Adventure
U-Sing: Girls Night,Misc
Sing Party,Misc
RoadKill,Action
Saki Portable,Adventure
Hamtaro: Ham-Hams Unite!,Role-Playing
Mount & Blade,Role-Playing
Wordfish,Puzzle
Warriors Orochi 3 Hyper,Action
Dave Mirra Freestyle BMX,Sports
Katamari Forever,Puzzle
John Dalys ProStroke Golf,Sports
Saki: Zenkoku-hen,Misc
Wing Commander: Prophecy,Simulation
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,Strategy
Junior Classic Books & Fairytales,Misc
Katekyoo Hitman Reborn!! Lets Ansatsu!? Nerawareta 10 Daime!,Action
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,Simulation
Call of Duty: Roads to Victory,Shooter
Root Double: Before Crime After Days,Action
Saru! Get You! Million Monkeys,Platform
MLB SlugFest 2006,Sports
Mappy,Platform
Battle Arena Toshinden 3,Fighting
Gundam Battle Universe,Fighting
Virtual Chess 64,Misc
Metal Arms: Glitch in the System,Shooter
Donkey Kong Country 3,Platform
Yu-Gi-Oh! Capsule Monster Coliseum,Misc
Seisou no Amazones,Role-Playing
Motto NUGA-CEL!,Adventure
Rurouni Kenshin: Enjou! Kyoto Rinne,Action
Aiyoku no Eustia,Misc
Robert Ludlum's The Bourne Conspiracy,Action
Star Ocean: The Last Hope International,Role-Playing
Tornado,Action
Final Fantasy Tactics: The War of the Lions,Role-Playing
Joint Operations: Combined Arms,Shooter
Soccer,Sports
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,Role-Playing
Langrisser IV,Strategy
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,Action
Bust-A-Move Deluxe,Puzzle
Elebits,Action
Backyard Soccer,Sports
DC Universe Online,Role-Playing
Jampack Volume 13 (RP-M),Misc
Anima - Gate of Memories,Action
Hyperdimension Neptunia Re;Birth 3,Action
Battle Stations,Strategy
Le Mans 24 Hours,Racing
Busou Shinki: Battle Masters Mk. 2,Action
Saint Seiya: The Hades,Fighting
Jikandia: The Timeless Land,Role-Playing
Gauntlet,Action
Blue Breaker: Ken Yorimo Hohoemi o,Role-Playing
Mega Man X: Command Mission,Role-Playing
50 Cent: Bulletproof,Action
Digimon Adventure: Anode Tamer,Role-Playing
Trapt,Action
Super Bomberman 3,Puzzle
Angry Birds Trilogy,Action
Metal Gear Solid HD Edition,Action
Drakengard 3,Role-Playing
Sly 3: Honor Among Thieves,Platform
Ghostbusters: The Video Game,Action
The Grinch,Adventure
Tom Clancys Rainbow Six: Lockdown,Shooter
Romance of the Three Kingdoms XI,Strategy
ESPN Winter X Games: Snowboarding 2002,Sports
