GAME_NAME,GENRE
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,Action
Tomba!,Platform
Hidden Expedition: The Crown of Solomon,Action
Hasbro Family Game Night 3,Misc
Heros Saga Laevatein Tactics,Role-Playing
Backyard NFL Football 10,Sports
Naruto Shippuden: Gekito Ninja Taisen! Special,Fighting
Empire Earth III,Strategy
Lets Draw!,Misc
Deus Ex: Mankind Divided,Role-Playing
Hajime no Ippo Portable: Victorious Spirits,Fighting
Phoenix Wright: Ace Attorney - Justice for All,Adventure
Halo 5: Guardians,Shooter
NES Remix,Action
Destiny: The Collection,Shooter
Taiko no Tatsujin: Appare Sandaime,Misc
Breath of Fire II,Role-Playing
Million God,Misc
Tokimeki Memorial Girls Side 2nd Kiss,Adventure
Pac-Man World 2,Action
Ginga Fukei Densetsu: Sapphire,Shooter
Mahjong Taikai IV,Misc
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,Misc
Scooby-Doo! Whos Watching Who?,Adventure
Gaia Saver Hero Saidai no Sakusen,Role-Playing
Cars: Mater-National Championship,Racing
Mega Man Battle Network 3 Blue / White Version,Role-Playing
Seiken Densetsu 3,Role-Playing
No More Heroes,Action
Making History: The Great War,Strategy
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,Misc
Doras Cooking Clu,Misc
Tales of Vesperia,Role-Playing
Colin McRae Rally 04,Racing
Labyrinth Cross Blood: Infinity,Role-Playing
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,Adventure
2-in-1 Game Pack: Spider-Man & Spider-Man 2,Platform
Tom Clancys Rainbow Six,Shooter
Diabolik Lovers: More Blood,Adventure
Football Director DS,Sports
Steel Horizon,Strategy
Pinball Hall of Fame: The Williams Collection,Misc
Guild Wars: Nightfall,Role-Playing
Puyo Puyo 7,Puzzle
Yes! PreCure 5,Action
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,Misc
Samurai Spirits (CD),Fighting
Nicktoons: ML,Sports
Naruto Shippuden: Kizuna Drive,Action
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,Misc
LEGO Ninjago: Shadow of Ronin,Action
Puyo Puyo Sun,Puzzle
Wonder Project J: Kikai no Shonen Pino,Simulation
We Love Golf!,Sports
Tales of the World: Narikiri Dungeon 2,Role-Playing
Sengoku Otome: Legend Battle,Action
San Francisco Rush 2049,Racing
Warcraft: Orcs & Humans,Strategy
Cooking Mama 4: Kitchen Magic!,Simulation
Hakuouki: Shinsengumi Kitan,Adventure
Shin Megami Tensei: Persona,Role-Playing
Take A Breaks: Puzzle Master,Puzzle
Doki Doki! PreCure Narikiri Life!,Action
MySims SkyHeroes,Action
Breath of Fire,Role-Playing
Mario Party 2,Misc
MLB 2K12 / NBA 2K12 Combo Pack,Sports
Shadow of Destiny,Adventure
Kid Icarus: Uprising,Action
Real Bout Garou Densetsu Special: Dominated Mind,Fighting
NBA 2K12,Sports
Final Fantasy Type-0,Role-Playing
Rudolph the Red-Nosed Reindeer,Action
Twisted Lands: Insomniac,Adventure
Doodle Hex,Puzzle
The King of Fighters Collection: The Orochi Saga,Fighting
Aidyn Chronicles: The First Mage,Role-Playing
Desert Falcon,Shooter
Treasure Hunter G,Role-Playing
NCIS,Adventure
Ogre Battle 64: Person of Lordly Caliber,Role-Playing
Grudge Warriors,Action
MVP 06 NCAA Baseball,Sports
Disney's Chicken Little: Ace In Action,Shooter
Bleach: Heat the Soul 3,Fighting
Meitantei Evangelion,Adventure
WWE SmackDown! Here Comes the Pain,Fighting
Mario no Super Picross,Puzzle
Qubed,Puzzle
Earth Defense Force 2017 (old JP sales),Shooter
Crayola: Colorful Journey,Misc
MX vs. ATV Unleashed,Racing
Corpse Party: Blood Drive,Adventure
Game no Kanzume Vol 1,Misc
Mini-Yonku Shining Scorpion: Lets & Go!!,Racing
Silent Hill 3,Action
Madden NFL 08,Sports
Moon,Adventure
ZombiU,Action
Hitman: Contracts,Shooter
DmC: Devil May Cry,Action
Yakuza: Dead Souls,Shooter
Speedball 2100,Sports
Half-Life 2,Shooter
TimeSplitters 2,Shooter
Commandos 3: Destination Berlin,Strategy
NERF N-Strike Elite,Shooter
Mario Party 6,Misc
Kuroshitsuji: Phantom & Ghost,Action
Caesars Palace Advance: Millennium Gold Edition,Misc
Disney's Extreme Skate Adventure,Sports
Worms: Open Warfare,Strategy
National Geographic Panda (US sales),Simulation
Darklight Conflict,Simulation
Ballblazer Champions,Sports
Megamind: The Blue Defender,Adventure
Hatsune Miku: Project Diva Extend,Misc
Draglade (JP sales),Fighting
Death Connection Portable,Adventure
Empire Deluxe,Strategy
BioShock The Collection,Shooter
Arcade Party Pak,Misc
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,Misc
Crazy Chicken Tales,Action
The Lord of the Rings: The Two Towers,Action
Clubhouse Games,Misc
Rayman Raving Rabbids: TV Party,Misc
Drakengard 2,Role-Playing
Dragons Lair 3D: Return to the Lair,Platform
The Getaway: Black Monday,Action
Karaoke Joysound Wii,Misc
ESPN Extreme Games,Sports
Fullmetal Alchemist 2: Curse of the Crimson Elixir,Role-Playing
Minna no DS Seminar: Kanpeki Eitango Ryoku,Misc
Bubble Bobble: Old & New,Puzzle
Top Gear Hyper-Bike,Racing
Sengoku Efuda Yuugi: Hototogisu Ran,Misc
RollerCoaster Tycoon World,Simulation
Wipeout: The Game,Misc
Sega GT 2002,Racing
Imagine: Fashion Stylist,Simulation
Star Soldier,Shooter
Konpeki no Kantai,Strategy
Street Fighter II Turbo,Fighting
Ratchet & Clank,Platform
Dragons Crown,Role-Playing
Tony Hawk: RIDE,Sports
Toriko: Gourmet Survival!,Role-Playing
Big Brain Academy: Wii Degree,Misc
Earthworm Jim 2,Platform
Star Trek: Shattered Universe,Simulation
Harry Potter and the Prisoner of Azkaban,Action
NCAA Final Four 2000,Sports
Resident Evil: Deadly Silence,Action
Fear Effect 2: Retro Helix,Action
Froggers Adventures 2: The Lost Wand,Adventure
Pac-Man,Puzzle
Rock Band 4,Misc
Mike Piazzas Strike Zone,Sports
Dennou Senki Virtual-On Force,Fighting
The Great Mystery Hidden Object Package 5,Adventure
La Pucelle: Ragnarok,Role-Playing
Monster High 13 Wishes,Action
Imagine: Teacher,Simulation
XGIII: Extreme G Racing,Racing
Sengoku Basara 4: Sumeragi,Action
Thrillville,Strategy
Point Blank,Shooter
Shaun White Snowboarding,Sports
Winning Eleven: Pro Evolution Soccer 2007,Sports
NHL 17,Sports
Omega Boost,Shooter
Drill Dozer,Platform
Armored Core: Last Raven Portable,Simulation
Countdown: The Game,Puzzle
Dance on Broadway,Misc
Romance of the Three Kingdoms 13,Action
LEGO Pirates of the Caribbean: The Video Game,Action
River City Ransom EX,Action
Avatar: The Last Airbender - Into the Inferno,Adventure
Sword of Mana,Role-Playing
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,Strategy
Damage Inc.: Pacific Squadron WWII,Simulation
We Dance,Misc
Puzzler Collection,Puzzle
Puzzle Quest: Galactrix,Puzzle
Fighting Vipers,Fighting
Jikkyou Powerful Pro Yakyuu 96 Kaimakuban,Sports
Lilo & Stitch 2: H\xc3\xa4msterviel Havoc,Action
SD Gundam: Scad Hammers,Strategy
SNK vs. Capcom: The Match of the Millennium,Fighting
Galerians: Ash,Adventure
Yuusha no Kuse ni Namaikida Or 3D,Strategy
Grand Theft Auto V,Action
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,Simulation
Dragon Tales: Dragon Adventures,Platform
Princess is Money Hungry,Role-Playing
Cooking Mama 3: Shop & Chop,Simulation
Puzzle & Dragons,Role-Playing
Super Princess Peach,Platform
Canvas 3: Tanshoku no Pastel,Adventure
Rocket Power: Beach Bandits,Platform
Starry ? Sky: After Spring,Misc
ParaWorld,Strategy
SingStar 80s,Misc
R.C. Pro-Am,Racing
Xbox Music Mixer,Misc
Zoboomafoo: Leapin Lemurs!,Action
SingStar Pop,Misc
Dangerous Waters,Simulation
Samurai Warriors Chronicles,Action
Fortress,Action
Hoshigami: Ruining Blue Earth,Role-Playing
Rocky: Legends,Action
Chibi-Robo! Zip Lash,Platform
Disney's Peter Pan: Return to Never Land,Platform
Armored Core 3 Portable,Simulation
Reactor,Action
Zwei!!,Role-Playing
Cabelas Monster Buck Hunter,Sports
Katekyoo Hitman Reborn! Kindan no Yami no Delta,Action
Ninja Warriors,Action
Pachi-Slot Aruze Oukoku 3,Misc
Victory Zone,Misc
Dragon Ball Z: The Legacy of Goku,Role-Playing
Rugrats: Totally Angelica,Adventure
Momotarou Dentetsu DS: Tokyo & Japan,Misc
Mario Kart DS,Racing
Samurai Warriors: Sanada Maru,Action
Digging for Dinosaurs,Action
Barbie Explorer,Platform
Donkey Kong Country Returns,Platform
Shin Nippon Pro Wrestling: Toukon Retsuden,Fighting
Tenchi Muyou! Ryoukouki Gokuraku,Adventure
"Kilari: Na-san, Mon Meilleur Ami",Simulation
Ball Breakers,Action
Oddworld: Munchs Oddysee,Platform
Donkey Kong Land II,Platform
Alien,Action
James Noirs Hollywood Crimes,Adventure
Final Fantasy,Role-Playing
Tank Beat,Strategy
Jikkyou Powerful Pro Yakyuu 14,Sports
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,Misc
Enslaved: Odyssey to the West,Action
Petz Rescue: Wildlife Vet,Simulation
Dokuro,Action
th!nk Logic Trainer: Kids,Puzzle
Twisted Metal: Head On,Action
Fate/Tiger Colosseum Upper,Fighting
SingStar Pop Hits,Misc
Angelique Duet,Strategy
Jewel Quest Solitaire,Puzzle
Diabolik Lovers: Dark Fate,Action
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,Sports
Tony Hawks American Wasteland,Sports
Battlefield Vietnam,Shooter
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,Role-Playing
Codename: Panzers Cold War,Strategy
Deadliest Catch: Sea of Chaos,Sports
Shrek,Platform
Dragon Ball Z: Budokai Tenkaichi 2,Fighting
Sherlock Holmes and the Mystery of Osborne House,Adventure
Cartoon Network Block Party,Misc
R-Type Delta,Shooter
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Fighting
Shorts,Platform
The Legend of Zelda: Ocarina of Time,Action
Scrabble (Others sales),Puzzle
Gravitar,Action
UFC: Sudden Impact,Fighting
Secret Game: Killer Queen,Action
Uta no Prince-Sama: Music 3,Action
Reader Rabbit Kindergarten,Misc
Match 3 Madness,Puzzle
Kidou Senshi Gundam Vol.3 -A Baoa Qu-,Strategy
International Superstar Soccer Deluxe,Sports
Peppa Pig: The Game,Misc
Psycho-Pass,Adventure
Pony Friends: Mini Breeds Edition,Simulation
Pro Yakyuu Team o Tsukurou!,Sports
Metal Gear Solid V: The Definitive Experience,Action
Championship Manager 2010,Sports
Style Lab: Jewelry Design,Simulation
God of War: Chains of Olympus,Action
Monster La,Role-Playing
Mat Hoffmans Pro BMX 2,Sports
TOCA Touring Car Championship,Racing
Kirby and the Rainbow Curse,Platform
Captain Tsubasa: New Kick Off,Sports
Command & Conquer: Red Alert Retaliation,Strategy
Uncharted: Drakes Fortune,Action
Bermuda Triangle: Saving the Coral,Puzzle
Game Party 3,Puzzle
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,Adventure
Baten Kaitos Origins,Role-Playing
Worms World Party,Strategy
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,Shooter
Dora the Explorer: The Search for Pirate Pigs Treasure,Adventure
Black Sigil: Blade of the Exiled,Role-Playing
Roadsters 99,Racing
Final Fantasy: Crystal Chronicles,Role-Playing
Advance Wars,Strategy
Disruptor,Shooter
Dino Stalker,Shooter
Prince of Persia Trilogy,Action
Beyond The Beyond,Role-Playing
Star Wars Rogue Leader: Rogue Squadron II,Simulation
WWF SmackDown! 2: Know Your Role,Fighting
Drawn to Life Collection,Misc
Power Pro Kun Pocket 10,Sports
Madden NFL 09,Sports
Monster High: Ghoul Spirit,Misc
Wizards of Waverly Place,Misc
Kidou Senshi Gundam F91: Formula Senki 0122,Strategy
Barbie and the Three Musketeers,Adventure
Dynasty Warriors 3: Xtreme Legends,Action
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),Strategy
Gobliiins 4,Adventure
ATV: Quad Power Racing,Racing
Super Robot Taisen A,Strategy
Bomberman Story DS,Role-Playing
G-Saviour,Action
Spartan: Total Warrior,Action
Runaway: A Twist of Fate,Adventure
Magical ZhuZhu Princess: Carriages & Castles,Simulation
NCAA March Madness 2005,Sports
LittleBigPlanet,Platform
Red Steel,Shooter
Mathews Bowhunting,Sports
BloodRayne,Shooter
Nisenochigiri,Adventure
Super Speed Machines,Racing
To Heart 2 DX Plus,Adventure
River King: Wonderful Journey,Sports
Outlaw Golf 2,Sports
NFL 2K2,Sports
Dance with Devils,Action
Dr. Sudoku,Puzzle
Armored Core: Nexus,Simulation
Franklins Great Adventures,Action
Nicola Kanshuu: Model Oshare * Audition Platina,Action
Happy Feet Two,Action
Kenka Bancho Bros: Tokyo Battle Royale,Action
Trace Memory,Adventure
Miyako,Adventure
Sushi Academy,Action
MLB 2004,Sports
Disney's Kim Possible: Revenge of Monkey Fist,Platform
Luigis Mansion: Dark Moon,Action
Fukakutei Sekai no Tantei Shinshi: Akugyou Futaasa no Jiken File,Adventure
Kawasaki Quad Bikes,Racing
Imagine: Teacher Class Trip,Adventure
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,Adventure
Secret Game Portable,Adventure
Samurai Warriors 2: Empires,Action
Langrisser: Re:Incarnation Tensei,Role-Playing
Ratchet & Clank: Size Matters,Platform
Pro Farm 1,Simulation
Harvest Moon 3D: A New Beginning,Action
MySims,Simulation
Thrasher Presents: Skate and Destroy,Sports
Pok\xc3\xa9mon Mystery Dungeon: Red Rescue Team (US weekly sales),Role-Playing
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,Misc
Berzerk,Shooter
Gal Gun,Shooter
FIFA Soccer 10,Sports
Backyard NFL Football 09,Sports
Lord of Magna: Maiden Heaven,Role-Playing
Metal Max 2 Reloaded,Role-Playing
TalkMan (Japan),Misc
Sudoku Gridmaster,Puzzle
Windy X Windam,Fighting
Pokemon Conquest,Role-Playing
Ultimate Fighting Championship,Fighting
MTV Music Generator 3: This Is the Remix,Misc
World Soccer Winning Eleven 9 Bonus Pack,Sports
Vitamin X to Z,Adventure
Digimon Rumble Arena 2,Fighting
Suikoden II,Role-Playing
Aquapazza: Aquaplus Dream Match,Fighting
HardBall 5,Sports
The King of Fighters Portable 94~98: Chapter of Orochi,Fighting
Pac-Man World 3,Platform
CT Special Forces,Action
PoPoLoCrois (JP sales),Role-Playing
Shining Force III: Scenario 2,Strategy
SD Gundam G Generation: Gather Beat 2,Strategy
Power Poke Dash,Sports
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,Misc
Dynasty Tactics 2,Strategy
Lets Pilates!,Misc
The Bouncer,Action
Rapala Tournament Fishing!,Sports
Suzuki TT Superbikes,Racing
Otoko Yukaku,Action
Dragon Quest VI: Maboroshi no Daichi,Role-Playing
Imagine: Fashion Designer,Simulation
XBLAZE Code: Embryo,Adventure
F-Zero X,Racing
SD Gundam G Generation Wars,Strategy
Spyro 2: Riptos Rage!,Platform
Brandish: The Dark Revenant,Role-Playing
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,Misc
Tiger Woods PGA Tour 2005,Sports
NCAA Football 2002,Sports
SD Gundam G Generation 3D,Role-Playing
NBA In The Zone,Sports
Green Lantern: Rise of the Manhunters,Action
Madden NFL 09 All-Play,Sports
Knockout Kings 2001,Fighting
Gremlins,Action
Star Wars Racer Revenge,Racing
NHL Hitz 20-02,Sports
Akuji the Heartless,Platform
Jewel Master: Cradle Of Rome 2,Puzzle
Wii Fit U,Sports
Dark Half,Role-Playing
FabStyle,Strategy
BeatMania Append 3rdMix,Simulation
NFL QB Club 2001,Sports
SpongeBob SquarePants: Game Boy Advance Video Volume 1,Misc
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Fighting
ESPN NHL Hockey,Sports
Game & Watch Gallery 3,Misc
Raving Rabbids: Travel in Time,Adventure
Sora no Otoshimono Forte: Dreamy Season,Adventure
UFO: Extraterrestrials,Strategy
Mushihimesama Futari Ver 1.5,Shooter
NCAA GameBreaker 2001,Sports
Project Gotham Racing (JP weekly sales),Action
Mojo!,Puzzle
Men in Black The Series: Crashdown,Shooter
Neverwinter Nights Diamond,Role-Playing
Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi ,Misc
GunParade Orchestra: Ao no Shou,Adventure
TrackMania DS,Racing
Echo Night,Adventure
Roadsters,Racing
Tsuyo Kiss 2 Gakki: Swift Love,Adventure
Disney's Chip n Dale: Rescue Rangers,Platform
Lord of the Rings: The Third Age,Role-Playing
Uta Kumi 575,Misc
Disaster: Day of Crisis,Action
Lost Odyssey,Role-Playing
Game Book DS: Aquarian Age Perpetual Period,Role-Playing
Bratz: Rock Angelz,Misc
UFC Undisputed 3,Action
Bob the Builder: Can We Fix It?,Action
Dragon Warrior I&II,Role-Playing
Jillian Michaels Fitness Ultimatum 2009,Sports
Heroes of Hellas 2: Olympia,Puzzle
Dead to Rights: Reckoning,Shooter
"999: Nine Hours, Nine Persons, Nine Doors",Adventure
4 Elements,Puzzle
Need for Speed: V-Rally,Racing
Oddworld: Strangers Wrath,Adventure
Purr Pals,Simulation
RLH: Run Like Hell,Shooter
Uru: Ages Beyond Myst,Adventure
Ehrgeiz,Fighting
Dragon Ball: Raging Blast 2,Fighting
Pitfall: The Mayan Adventure,Platform
Jeremy McGrath Supercross World,Racing
Fairy Tail: Portable Guild 2,Fighting
Worms Armageddon,Strategy
Nancy Drew: The Hidden Staircase,Adventure
Sacred 2: Fallen Angel,Role-Playing
The Legend of Zelda: Skyward Sword,Action
Space Invaders Revolution,Shooter
Metroid Prime 2: Echoes,Shooter
Choujikuu Yousai Macross: Ai Oboete Imasu ka,Shooter
Pokemon Mystery Dungeon: Gates to Infinity,Role-Playing
Atelier Sophie: The Alchemist of the Mysterious Book,Role-Playing
NBA ShootOut,Sports
Tiger Woods PGA Tour 09 All-Play,Sports
Dream Chronicles,Adventure
WSC Real 11: World Snooker Championship,Sports
Fishermans Bass Clu,Sports
Virtua Tennis: World Tour (US & Others sales),Sports
Cool Boarders 3,Sports
Bomberman Tournament,Puzzle
Mystery Stories: Curse of the Ancient Spirits,Adventure
Ready 2 Rumble Boxing: Round 2,Fighting
Namco Soccer Prime Goal,Sports
NBA 2K10,Sports
LEGO Marvel Super Heroes,Action
The Scorpion King: Sword of Osiris,Action
Machinarium,Adventure
Atelier Iris 2: The Azoth Of Destiny,Role-Playing
Dancing with the Stars: We Dance!,Misc
Barbie Horse Adventures: Riding Camp,Sports
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,Misc
The Land Before Time: Big Water Adventure,Platform
Castlevania: The Dracula X Chronicles,Platform
Mercenaries 2: World in Flames,Shooter
Story of Seasons,Simulation
Sunny Garcia Surfing,Sports
Rugrats: Search For Reptar,Adventure
Grind Session,Sports
Kuma-Tomo,Misc
SOCOM II: U.S. Navy SEALs,Shooter
Yu-Gi-Oh! 5Ds Tag Force 6,Strategy
Tales of Destiny II,Role-Playing
Formula One World Championship: Beyond the Limit,Racing
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",Adventure
Far Cry 2,Action
Games Explosion!,Action
Naval Ops: Warship Gunner,Simulation
uDraw Studio: Instant Artist,Misc
Kingdom Hearts,Role-Playing
Jeep Thrills,Racing
Galidor: Defenders of the Outer Dimension,Action
SpongeBob SquarePants: Revenge of the Flying Dutchman,Platform
Wall-E,Platform
Game de Hakken!! Tamagotchi 2,Simulation
Animal Kingdom: Wildlife Expedition,Adventure
Yunohana Spring! Cherishing Time,Adventure
Metal Fight Beyblade,Action
Minna no Sukkiri,Sports
Galaxy Angel II: Zettairyouiki no Tobira,Strategy
NES Open Tournament Golf,Sports
Darkest of Days,Shooter
Spore Hero Arena,Simulation
Duel Masters: Kaijudo Showdown,Misc
Ultimate Block Party,Puzzle
Tom Clancys HAWX 2,Action
12Riven: The Psi-Climinal of Integral,Adventure
M&Ms Adventure,Adventure
Midnight Club: Street Racing,Racing
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,Adventure
SSX On Tour,Sports
Amplitude,Misc
Samurai Warriors Chronicles 3,Action
Final Fantasy X/X-2 HD Remaster,Role-Playing
Bionicle: Matoran Adventures,Platform
Championship Manager Season 01/02,Sports
Super Mario Advance,Platform
Hatsune Miku: Project Diva f,Misc
Yamaha Supercross,Racing
Ghost in the Shell,Simulation
Tai Fu: Wrath of the Tiger,Action
K-1 Grand Prix,Fighting
Overwatch,Shooter
SoulCalibur Legends (JP sales),Action
Wave Race 64,Racing
Motocross Mania,Racing
Legends of WrestleMania,Fighting
WWF SmackDown!,Fighting
Super Mario Sunshine,Platform
Uta no Prince-Sama: Debut,Adventure
Disney's Kim Possible: Global Gemini,Platform
Keiba Eight Special,Sports
Mega Man 3,Platform
Poy Poy,Action
Warriors Orochi 2 (JP sales),Action
Ferrari Challenge Trofeo Pirelli,Racing
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,Action
Real Sound: Kaze no Riguretto,Adventure
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,Role-Playing
NCAA Football 2004,Sports
Biohazard: Revival Selection,Action
World Party Games,Misc
Carnival Games: Mini Golf,Sports
Sound Novel Tsukuru,Misc
SD Gundam: Gashapon Wars,Strategy
Cake Mania: Bakers Challenge,Puzzle
Tom Clancys Ghost Recon: Shadow Wars,Strategy
Care Bears - Care Quest,Action
Airport Simulator,Simulation
Ro-Kyu-Bu! Secret Photo Op,Adventure
Mega Minis Volume 3,Misc
Marc Eckos Getting Up: Contents Under Pressure,Action
Castlevania: Lament of Innocence,Action
Mass Effect Trilogy,Action
Doki Oki,Adventure
Kidou Senshi Gundam UC,Action
Sentouchu: Densetsu no Shinobi to Survival Battle!,Action
Crysis: Warhead,Shooter
The Longest Journey,Adventure
Tim Burtons The Nightmare Before Christmas: Oogies Revenge,Adventure
Transformers: Fall of Cybertron,Action
EA Sports Active,Sports
25 to Life,Shooter
Puss in Boots,Action
Kirarin * Revolution: Mezase! Idol Queen,Simulation
Pawly Pets: My Vet Practice,Strategy
Power Pro Kun Pocket 3,Sports
Fallout Trilogy,Role-Playing
High Heat Major League Baseball 2003,Sports
Batman: Dark Tomorrow,Action
Crime Lab: Body of Evidence,Adventure
Top Gear RPM Tuning,Racing
Spongebob Squarepants / Fairly Odd Parents Double Pack,Action
Gintama: Banji Oku Chuubu!,Action
World Heroes Anthology,Fighting
Dragon Ball GT: Final Bout,Fighting
Canada Hunt,Sports
The Backyardigans,Adventure
Girls Mode 3: Kirakira Code,Action
FIFA Manager 12,Sports
Super Mario Galaxy,Platform
Juiced 2: Hot Import Nights,Racing
Disgaea 5: Alliance of Vengeance,Role-Playing
Woody Woodpecker Racing,Racing
Naruto Shippuden: Ultimate Ninja Storm 2,Fighting
Retro Game Challenge (US sales),Action
Black & White 2: Battle of the Gods,Strategy
Beautiful Katamari,Puzzle
Star Wars: Jedi Power Battles,Action
Resident Evil Zero,Action
SpongeBob SquigglePants 3D,Misc
Spy Games: Elevator Mission,Shooter
Super Puyo Puyo,Puzzle
Puppy Palace,Simulation
NHL 2K9,Sports
Ukiyo no Roushi,Action
Goosebumps HorrorLand,Adventure
Disgaea: Hour of Darkness,Role-Playing
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,Adventure
The Land Before Time: Great Valley Racing Adventure,Racing
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,Sports
Hexen,Shooter
City Life: World Edition,Simulation
USA Today Puzzle Craze,Puzzle
Smart Boys Toys Clu,Misc
L.A. Rush,Racing
The Sims 2,Simulation
Monster Hunter Frontier Z: Beginners Package,Action
Case Closed: One Truth Prevails,Adventure
How to Train Your Dragon,Action
Cake Mania 3,Simulation
Friend Collection,Misc
Disgaea D2: A Brighter Darkness,Role-Playing
Guitar Hero: Metallica,Misc
Super Adventure Island,Platform
Jampack Winter 99,Misc
Super Famista 4,Sports
Disney's Winnie the Poohs Rumbly Tumbly Adventure,Platform
Megamania,Shooter
Bomberman Max 2: Red Advance,Puzzle
Monster Truck Madness,Racing
Chameleon,Puzzle
Heroes of the Pacific,Simulation
Tiger & Bunny: Heros Day,Action
History Great Empires: Rome,Strategy
Shin Megami Tensei: Persona 3 Portable,Role-Playing
NASCAR 15,Sports
Pokemon Black 2/Pokemon White 2,Role-Playing
Tom and Jerry in Fists of Furry,Fighting
Double Dragon Advance,Action
Hot Shots Golf,Sports
Battle & Get! Pokemon Typing DS,Misc
Mega Man Legacy Collection,Platform
Harvest Moon: A Wonderful Life,Role-Playing
International Superstar Soccer 2000,Sports
Space Camp,Action
Rabbids Party Collection,Misc
Dragon Ball Z: Shin Butouden,Fighting
Secret Files: Tunguska,Adventure
Azure Striker Gunvolt: Striker Pack,Action
Dai-3-Ji Super Robot Taisen \xce\xb1: Shuuen no Ginga e,Strategy
Tennis no Oji-Sama: Aim at The Victory!,Sports
Oddworld: Abes Exoddus,Platform
Pandoras Tower,Role-Playing
Sonny with a Chance,Action
SoulCalibur II,Fighting
Moshi Monsters: Katsuma Unleashed,Action
Puzzle Quest: Challenge of the Warlords,Puzzle
Deal or No Deal,Misc
True Crime: New York City,Action
Broken Helix,Action
Rabbids: Alive & Kicking,Misc
Scene It? Lights Camera Action,Misc
Quantum Conundrum,Action
Classic Road,Sports
Pok\xc3\xa9Park Wii: Pikachus Adventure,Adventure
Worldwide Soccer Manager 2006,Sports
Mega Brain Boost,Puzzle
Army Men World War: Final Front,Action
Teenage Mutant Ninja Turtles 2: Battle Nexus,Action
NASCAR Heat,Racing
The Incredible Hulk: Ultimate Destruction,Action
Moujuutsukai to Oujisama Portable,Adventure
Cartoon Network Battle Crashers,Action
Pro Wrestling,Fighting
The Fifth Element,Action
The Clique: Diss and Make Up,Adventure
Hotel Giant DS,Simulation
SimCity (2013),Simulation
Dragon Ball Z: Collectible Card Game,Misc
FIFA Soccer 07,Sports
Phantasy Star Nova,Role-Playing
DT Racer,Racing
Shogun: Total War,Strategy
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,Misc
Horses 3D,Misc
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,Role-Playing
PilotWings Resort,Simulation
Marvel vs. Capcom: Clash of Super Heroes,Fighting
Myself; Yourself,Adventure
Lips: Party Classics,Misc
Petz: Horsez 2,Simulation
Wipeout: In The Zone,Misc
Commando: Steel Disaster,Shooter
NHL FaceOff 2001,Sports
Achtung Panzer: Kharkov 1943,Strategy
Jampack Vol. 1,Misc
Power Rangers: Ninja Storm,Misc
Angry Birds,Puzzle
The Pinball of the Dead,Misc
"Hey You, Pikachu!",Simulation
Sleepover Party,Misc
Major Dream: Major DS Dream Baseball,Sports
Deadly Creatures,Action
Persona,Role-Playing
Kuon,Adventure
Neverland Card Battles,Role-Playing
Zumas Revenge!,Puzzle
Metroid Prime,Shooter
Honda ATV Fever,Racing
Street Fighter II: The World Warrior,Fighting
The Legend of Heroes: Trails of Cold Steel,Role-Playing
Dungeon Hunter Alliance,Action
Rare Replay,Misc
Magicians Quest: Mysterious Times,Role-Playing
SingStar Mallorca Party,Misc
Condemned 2: Bloodshot,Action
Kirbys Dream Land,Platform
Medabots AX: Metabee,Role-Playing
Earthpedia,Misc
Lost Horizon,Adventure
